Seed	Item1	Item2	Item3	Item4	Item5	Item6	Item7	Item8	Item9	Item10	Item11	Item12	Item13	Item14	Item15	Item16	Item17	Item18	Item19	Item20	Item21	Item22	Item23	Item24	Item25	ExtraInfo	EventIndex	Calcs	
02E1396F	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Water Tera Shard x2 	Water Tera Shard x2 (H)	Exp. Candy L x1 	Exp. Candy L x2 	Rare Candy x1 	Water Tera Shard x1 	Exp. Candy L x2 	Spicy Herba Mystica x1 	Sour Herba Mystica x1 	Sour Herba Mystica x1 	Exp. Candy L x2 										Kingdra (5☆) (Star)	0	48314735	
02EB66EC	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Ghost Tera Shard x2 	Ghost Tera Shard x2 (H)	Exp. Candy L x2 	Health Feather x2 	Sweet Herba Mystica x1 	Exp. Candy L x1 	Salty Herba Mystica x1 	Sour Herba Mystica x1 	Health Feather x2 	Nugget x1 	Big Mushroom x1 										Kingdra (5☆) (Star)	0	48981740	
02F0E96D	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Steel Tera Shard x2 	Steel Tera Shard x2 (H)	Nugget x1 	Rare Candy x1 	Exp. Candy L x1 	Sour Herba Mystica x1 	Horsea Ink x2 	Exp. Candy L x1 	Sweet Herba Mystica x1 	Spicy Herba Mystica x1 	Health Feather x2 										Kingdra (5☆) (Square)	0	49342829	
02FA5A05	Exp. Candy L x1 	Exp. Candy XL x1 	Inkay Ink x5 	Health Feather x3 	Inkay Ink x3 (C)	Normal Tera Shard x2 	Normal Tera Shard x2 (H)	Sweet Herba Mystica x1 	Sweet Herba Mystica x1 	Big Mushroom x1 	PP Up x1 	Exp. Candy L x1 	Exp. Candy L x1 	Big Mushroom x1 	Bitter Herba Mystica x1 	Nugget x1 	Big Mushroom x1 									Malamar (5☆) (Star)	0	49961477	
02FF6E73	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Ice Tera Shard x2 	Ice Tera Shard x2 (H)	Exp. Candy L x1 	Pomeg Berry x3 	Exp. Candy L x1 	Exp. Candy L x1 	Salty Herba Mystica x1 	Sour Herba Mystica x1 	Spicy Herba Mystica x1 	Health Feather x2 	Big Mushroom x1 										Lapras (5☆) (Star)	0	50294387	
030D8971	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Electric Tera Shard x2 	Electric Tera Shard x2 (H)	Health Feather x2 	Bitter Herba Mystica x1 	Pomeg Berry x3 	Big Mushroom x1 	Pomeg Berry x3 	Horsea Ink x2 	Pomeg Berry x3 	Spicy Herba Mystica x1 	Bitter Herba Mystica x1 										Kingdra (5☆) (Square)	0	51218801	
0311767A	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Rock Tera Shard x2 	Rock Tera Shard x2 (H)	Exp. Candy L x2 	Spicy Herba Mystica x1 	Pomeg Berry x3 	Health Feather x2 	Sour Herba Mystica x1 	Exp. Candy L x1 	Bitter Herba Mystica x1 	Exp. Candy L x1 	Spicy Herba Mystica x1 										Lapras (5☆) (Star)	0	51476090	
0311D61E	Exp. Candy L x1 	Exp. Candy XL x1 	Minior Shell x5 	Resist Feather x3 	Minior Shell x3 (C)	Fire Tera Shard x2 	Fire Tera Shard x2 (H)	Salty Herba Mystica x1 	Salty Herba Mystica x1 	Bold Mint x1 	Big Pearl x1 	Qualot Berry x3 	Exp. Candy L x2 	Resist Feather x2 	Exp. Candy L x1 	Salty Herba Mystica x1 	Qualot Berry x3 									Minior (5☆) (Star)	0	51500574	
0314497F	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Steel Tera Shard x2 	Steel Tera Shard x2 (H)	Health Feather x2 	Spicy Herba Mystica x1 	Pomeg Berry x3 	Exp. Candy L x2 	Pomeg Berry x3 	Bitter Herba Mystica x1 	Sweet Herba Mystica x1 	Steel Tera Shard x1 	Health Feather x2 	Exp. Candy L x1 									Kingdra (5☆) (Star)	0	51661183	
031D150A	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Rock Tera Shard x2 	Rock Tera Shard x2 (H)	Exp. Candy L x1 	Pomeg Berry x3 	Sweet Herba Mystica x1 	Spicy Herba Mystica x1 	Spicy Herba Mystica x1 	Rare Candy x1 	Sour Herba Mystica x1 	Exp. Candy L x2 	Rare Candy x1 	Big Mushroom x1 									Lapras (5☆) (Star)	0	52237578	
031F6CF9	Exp. Candy L x1 	Exp. Candy XL x1 	Drilbur Claw x5 	Muscle Feather x3 	Drilbur Claw x3 (C)	Bug Tera Shard x2 	Bug Tera Shard x2 (H)	Exp. Candy L x1 	Exp. Candy L x1 	Spicy Herba Mystica x1 	PP Up x1 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Spicy Herba Mystica x1 	Exp. Candy L x1 	Naughty Mint x1 										Excadrill (5☆) (Star)	0	52391161	
032B9486	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Fighting Tera Shard x2 	Fighting Tera Shard x2 (H)	Sour Herba Mystica x1 	Rare Candy x1 	Exp. Candy L x2 	Pomeg Berry x3 	Balm Mushroom x1 	Exp. Candy L x2 	Bitter Herba Mystica x1 	Exp. Candy L x2 	Nugget x1 	Sweet Herba Mystica x1 									Kingdra (5☆) (Star)	0	53187718	
033A05F5	Exp. Candy L x1 	Exp. Candy XL x1 	Inkay Ink x5 	Health Feather x3 	Inkay Ink x3 (C)	Dark Tera Shard x2 	Dark Tera Shard x2 (H)	Sweet Herba Mystica x1 	Dark Tera Shard x1 	Spicy Herba Mystica x1 	Pomeg Berry x3 	PP Up x1 	Bitter Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x2 	Big Mushroom x1 										Malamar (5☆) (Star)	0	54134261	
033AE506	Exp. Candy L x1 	Exp. Candy XL x1 	Inkay Ink x5 	Health Feather x3 	Inkay Ink x3 (C)	Fighting Tera Shard x2 	Fighting Tera Shard x2 (H)	Inkay Ink x2 	Bitter Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x2 	Exp. Candy L x2 	Salty Herba Mystica x1 	Bottle Cap x1 	Sour Herba Mystica x1 	Exp. Candy L x1 	Fighting Tera Shard x1 									Malamar (5☆) (Star)	0	54191366	
0366997B	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Ground Tera Shard x2 	Ground Tera Shard x2 (H)	Sour Herba Mystica x1 	Exp. Candy L x2 	Spicy Herba Mystica x1 	Nugget x1 	Exp. Candy L x1 	Exp. Candy L x1 	Big Mushroom x1 	Exp. Candy L x1 	Salty Herba Mystica x1 										Kingdra (5☆) (Star)	0	57055611	
0374217A	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Rock Tera Shard x2 	Rock Tera Shard x2 (H)	Exp. Candy L x1 	Salty Herba Mystica x1 	Lapras Teardrop x2 	Exp. Candy L x1 	Salty Herba Mystica x1 	Health Feather x2 	Health Feather x2 	Exp. Candy L x2 	Sweet Herba Mystica x1 										Lapras (5☆) (Star)	0	57942394	
03759A78	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Ghost Tera Shard x2 	Ghost Tera Shard x2 (H)	Sweet Herba Mystica x1 	Sour Herba Mystica x1 	Pomeg Berry x3 	Horsea Ink x2 	Exp. Candy L x1 	Sweet Herba Mystica x1 	Health Feather x2 	Big Mushroom x1 	Spicy Herba Mystica x1 										Kingdra (5☆) (Star)	0	58038904	
0390C17D	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Water Tera Shard x2 	Water Tera Shard x2 (H)	Big Mushroom x1 	Sweet Herba Mystica x1 	Exp. Candy L x1 	Bitter Herba Mystica x1 	Pomeg Berry x3 	Exp. Candy L x2 	Exp. Candy L x2 	Sweet Herba Mystica x1 	Nugget x1 										Lapras (5☆) (Star)	0	59818365	
039A4489	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Ground Tera Shard x2 	Ground Tera Shard x2 (H)	Rare Candy x1 	Spicy Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x1 	Big Mushroom x1 	Lapras Teardrop x2 	Bitter Herba Mystica x1 	Health Feather x2 	Sour Herba Mystica x1 										Lapras (5☆) (Star)	0	60441737	
03ABC572	Exp. Candy L x1 	Exp. Candy XL x1 	Inkay Ink x5 	Health Feather x3 	Inkay Ink x3 (C)	Psychic Tera Shard x2 	Psychic Tera Shard x2 (H)	Spicy Herba Mystica x1 	Inkay Ink x2 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Pomeg Berry x3 	Exp. Candy L x2 	Big Mushroom x1 	Spicy Herba Mystica x1 	Health Feather x2 										Malamar (5☆) (Square)	0	61588850	
03D3357E	Exp. Candy L x1 	Exp. Candy XL x1 	Porygon Fragment x5 	Muscle Feather x3 	Porygon Fragment x3 (C)	Fire Tera Shard x2 	Fire Tera Shard x2 (H)	Rare Candy x1 	Spicy Herba Mystica x1 	Kelpsy Berry x3 	Exp. Candy L x1 	PP Up x1 	Spicy Herba Mystica x1 	Fire Tera Shard x1 	Nugget x1 	Spicy Herba Mystica x1 										Porygon2 (5☆) (Square)	0	64173438	
04092974	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Dragon Tera Shard x2 	Dragon Tera Shard x2 (H)	Dragon Tera Shard x1 	Exp. Candy L x1 	Sweet Herba Mystica x1 	Salty Herba Mystica x1 	Nugget x1 	Sweet Herba Mystica x1 	Exp. Candy L x2 	Nugget x1 	Health Feather x2 										Kingdra (5☆) (Star)	0	67709300	
0411CE76	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Fairy Tera Shard x2 	Fairy Tera Shard x2 (H)	Pomeg Berry x3 	Exp. Candy L x2 	Balm Mushroom x1 	Big Mushroom x1 	Bitter Herba Mystica x1 	Salty Herba Mystica x1 	Sweet Herba Mystica x1 	Health Feather x2 	Salty Herba Mystica x1 										Lapras (5☆) (Star)	0	68275830	
0415C70E	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Fire Tera Shard x2 	Fire Tera Shard x2 (H)	Big Mushroom x1 	PP Up x1 	Bitter Herba Mystica x1 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Big Mushroom x1 	Exp. Candy L x1 	Pomeg Berry x3 	Salty Herba Mystica x1 										Lapras (5☆) (Star)	0	68536078	
043AC577	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Dark Tera Shard x2 	Dark Tera Shard x2 (H)	Spicy Herba Mystica x1 	PP Up x1 	PP Up x1 	Exp. Candy L x1 	Lapras Teardrop x2 	Big Mushroom x1 	Salty Herba Mystica x1 	Health Feather x2 	Salty Herba Mystica x1 										Lapras (5☆) (Star)	0	70960503	
0456106C	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Ghost Tera Shard x2 	Ghost Tera Shard x2 (H)	Ability Capsule x1 	Bitter Herba Mystica x1 	Exp. Candy L x2 	Health Feather x2 	Bitter Herba Mystica x1 	Sour Herba Mystica x1 	Big Mushroom x1 	Spicy Herba Mystica x1 	Nugget x1 										Lapras (5☆) (Star)	0	72749164	
0466F48E	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Fire Tera Shard x2 	Fire Tera Shard x2 (H)	Exp. Candy L x1 	Exp. Candy L x1 	Lapras Teardrop x2 	Bitter Herba Mystica x1 	Fire Tera Shard x1 	Nugget x1 	Sweet Herba Mystica x1 	Exp. Candy L x1 	Spicy Herba Mystica x1 										Lapras (5☆) (Star)	0	73856142	
0468128A	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Rock Tera Shard x2 	Rock Tera Shard x2 (H)	Sweet Herba Mystica x1 	Big Mushroom x1 	Big Mushroom x1 	Salty Herba Mystica x1 	Health Feather x2 	Sour Herba Mystica x1 	Exp. Candy L x1 	Big Mushroom x1 	Health Feather x2 	Exp. Candy L x1 									Kingdra (5☆) (Star)	0	73929354	
048260F0	Exp. Candy L x1 	Exp. Candy XL x1 	Inkay Ink x5 	Health Feather x3 	Inkay Ink x3 (C)	Grass Tera Shard x2 	Grass Tera Shard x2 (H)	Exp. Candy L x1 	Big Mushroom x1 	Spicy Herba Mystica x1 	Nugget x1 	Nugget x1 	Exp. Candy L x1 	Salty Herba Mystica x1 	Sweet Herba Mystica x1 	PP Up x1 										Malamar (5☆) (Star)	0	75653360	
048305FA	Exp. Candy L x1 	Exp. Candy XL x1 	Material x5 	Clever Feather x3 	Material x3 (C)	Rock Tera Shard x2 	Rock Tera Shard x2 (H)	Sour Herba Mystica x1 	Sour Herba Mystica x1 	Material x2 	Sour Herba Mystica x1 	Rock Tera Shard x1 	Rare Candy x1 	Exp. Candy L x1 	Rare Candy x1 	Big Pearl x1 										Alcremie (5☆) (Star)	0	75695610	
04A6EE7F	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Steel Tera Shard x2 	Steel Tera Shard x2 (H)	Salty Herba Mystica x1 	Rare Candy x1 	Pomeg Berry x3 	Big Mushroom x1 	Salty Herba Mystica x1 	Exp. Candy L x1 	Sweet Herba Mystica x1 	Exp. Candy L x2 	Bitter Herba Mystica x1 	Nugget x1 									Lapras (5☆) (Star)	0	78048895	
04C49E00	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Poison Tera Shard x2 	Poison Tera Shard x2 (H)	PP Up x1 	Sour Herba Mystica x1 	Bitter Herba Mystica x1 	Lapras Teardrop x2 	Health Feather x2 	Exp. Candy L x2 	PP Up x1 	Exp. Candy L x2 	Sour Herba Mystica x1 	Pomeg Berry x3 									Lapras (5☆) (Star)	0	79994368	
04CA5D85	Exp. Candy L x1 	Exp. Candy XL x1 	Inkay Ink x5 	Health Feather x3 	Inkay Ink x3 (C)	Normal Tera Shard x2 	Normal Tera Shard x2 (H)	Inkay Ink x2 	Salty Herba Mystica x1 	Pomeg Berry x3 	PP Up x1 	Nugget x1 	Sour Herba Mystica x1 	Normal Tera Shard x1 	Health Feather x2 	Exp. Candy L x1 	Bitter Herba Mystica x1 									Malamar (5☆) (Star)	0	80371077	
04DB0A0D	Exp. Candy L x1 	Exp. Candy XL x1 	Inkay Ink x5 	Health Feather x3 	Inkay Ink x3 (C)	Steel Tera Shard x2 	Steel Tera Shard x2 (H)	Inkay Ink x2 	Bottle Cap x1 	Bitter Herba Mystica x1 	Bitter Herba Mystica x1 	Exp. Candy L x1 	Sour Herba Mystica x1 	Big Mushroom x1 	Big Mushroom x1 	Rare Candy x1 	Exp. Candy L x1 									Malamar (5☆) (Star)	0	81463821	
04DC291A	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Rock Tera Shard x2 	Rock Tera Shard x2 (H)	Exp. Candy L x1 	Rock Tera Shard x1 	Health Feather x2 	Spicy Herba Mystica x1 	Bitter Herba Mystica x1 	Exp. Candy L x2 	Exp. Candy L x1 	PP Up x1 	Bitter Herba Mystica x1 										Lapras (5☆) (Star)	0	81537306	
04ECEE71	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Electric Tera Shard x2 	Electric Tera Shard x2 (H)	Health Feather x2 	Sour Herba Mystica x1 	Bitter Herba Mystica x1 	Health Feather x2 	Ability Capsule x1 	Salty Herba Mystica x1 	Big Mushroom x1 	Lapras Teardrop x2 	Pomeg Berry x3 										Lapras (5☆) (Star)	0	82636401	
04F22086	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Fighting Tera Shard x2 	Fighting Tera Shard x2 (H)	Exp. Candy L x1 	Salty Herba Mystica x1 	Big Mushroom x1 	Exp. Candy L x1 	Health Feather x2 	Exp. Candy L x2 	Pomeg Berry x3 	Bitter Herba Mystica x1 	Bitter Herba Mystica x1 	Spicy Herba Mystica x1 									Kingdra (5☆) (Star)	0	82976902	
05091973	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Ice Tera Shard x2 	Ice Tera Shard x2 (H)	Sour Herba Mystica x1 	Sweet Herba Mystica x1 	Health Feather x2 	Rare Candy x1 	Pomeg Berry x3 	Exp. Candy L x1 	Sweet Herba Mystica x1 	Nugget x1 	Exp. Candy L x2 										Kingdra (5☆) (Star)	0	84482419	
0528A573	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Ice Tera Shard x2 	Ice Tera Shard x2 (H)	Sour Herba Mystica x1 	Ability Capsule x1 	Salty Herba Mystica x1 	Bitter Herba Mystica x1 	Exp. Candy L x2 	Nugget x1 	Horsea Ink x2 	Bottle Cap x1 	Sour Herba Mystica x1 										Kingdra (5☆) (Star)	0	86549875	
0551D971	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Electric Tera Shard x2 	Electric Tera Shard x2 (H)	Sour Herba Mystica x1 	Pomeg Berry x3 	Exp. Candy L x1 	Exp. Candy L x1 	Sour Herba Mystica x1 	Exp. Candy L x1 	Bitter Herba Mystica x1 	Big Mushroom x1 	PP Up x1 										Kingdra (5☆) (Star)	0	89250161	
05711E7C	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Grass Tera Shard x2 	Grass Tera Shard x2 (H)	PP Up x1 	Salty Herba Mystica x1 	Grass Tera Shard x1 	Exp. Candy L x1 	Bitter Herba Mystica x1 	Rare Candy x1 	Sweet Herba Mystica x1 	Big Mushroom x1 	Exp. Candy L x1 										Lapras (5☆) (Square)	0	91299452	
058F84F1	Exp. Candy L x1 	Exp. Candy XL x1 	Magby Hair x5 	Genius Feather x3 	Magby Hair x3 (C)	Electric Tera Shard x2 	Electric Tera Shard x2 (H)	Bitter Herba Mystica x1 	Ability Capsule x1 	PP Up x1 	PP Up x1 	Bitter Herba Mystica x1 	Bitter Herba Mystica x1 	Genius Feather x2 	Rare Candy x1 	Nugget x1 										Magmortar (5☆) (Star)	0	93291761	
05939086	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Fighting Tera Shard x2 	Fighting Tera Shard x2 (H)	Health Feather x2 	Fighting Tera Shard x1 	Horsea Ink x2 	Sweet Herba Mystica x1 	Horsea Ink x2 	Nugget x1 	Sour Herba Mystica x1 	Exp. Candy L x2 	Sour Herba Mystica x1 	Horsea Ink x2 									Kingdra (5☆) (Star)	0	93556870	
05946E01	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Water Tera Shard x2 	Water Tera Shard x2 (H)	Sour Herba Mystica x1 	Rare Candy x1 	Spicy Herba Mystica x1 	Bitter Herba Mystica x1 	Nugget x1 	Pomeg Berry x3 	Health Feather x2 	Big Mushroom x1 	Rare Candy x1 	Sweet Herba Mystica x1 									Lapras (5☆) (Star)	0	93613569	
05A2E7F9	Exp. Candy L x1 	Exp. Candy XL x1 	Tyrogue Sweat x5 	Swift Feather x3 	Tyrogue Sweat x3 (C)	Bug Tera Shard x2 	Bug Tera Shard x2 (H)	Swift Feather x2 	Rare Candy x1 	Big Mushroom x1 	Nugget x1 	Tyrogue Sweat x2 	Bottle Cap x1 	Sweet Herba Mystica x1 	Sweet Herba Mystica x1 	Sweet Herba Mystica x1 										Hitmontop (5☆) (Star)	0	94562297	
05C13E6D	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Steel Tera Shard x2 	Steel Tera Shard x2 (H)	Exp. Candy L x1 	Sour Herba Mystica x1 	Health Feather x2 	Spicy Herba Mystica x1 	Big Mushroom x1 	Steel Tera Shard x1 	Spicy Herba Mystica x1 	Nugget x1 	Lapras Teardrop x2 										Lapras (5☆) (Star)	0	96550509	
05EA4E08	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Poison Tera Shard x2 	Poison Tera Shard x2 (H)	Pomeg Berry x3 	Salty Herba Mystica x1 	Health Feather x2 	Sour Herba Mystica x1 	Nugget x1 	Lapras Teardrop x2 	Ability Capsule x1 	Sour Herba Mystica x1 	Big Mushroom x1 	Bitter Herba Mystica x1 									Lapras (5☆) (Star)	0	99241480	
05EBD97F	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Steel Tera Shard x2 	Steel Tera Shard x2 (H)	Sour Herba Mystica x1 	Salty Herba Mystica x1 	PP Up x1 	Exp. Candy L x1 	Sour Herba Mystica x1 	Health Feather x2 	Big Mushroom x1 	Balm Mushroom x1 	Exp. Candy L x1 	Sweet Herba Mystica x1 									Kingdra (5☆) (Star)	0	99342719	
