Seed	Item1	Item2	Item3	Item4	Item5	Item6	Item7	Item8	Item9	Item10	Item11	Item12	Item13	Item14	Item15	Item16	Item17	Item18	Item19	Item20	Item21	Item22	Item23	Item24	Item25	ExtraInfo	EventIndex	Calcs	
00D09E10	Exp. Candy L x1 	Exp. Candy XL x1 	Inkay Ink x5 	Health Feather x3 	Inkay Ink x3 (C)	Grass Tera Shard x2 	Grass Tera Shard x2 (H)	Spicy Herba Mystica x1 	Big Mushroom x1 	Big Mushroom x1 	Exp. Candy L x1 	Sweet Herba Mystica x1 	Big Mushroom x1 	Big Mushroom x1 	PP Up x1 	Salty Herba Mystica x1 										Malamar (5☆) (Star)	0	13671952	
00D1E489	Exp. Candy L x1 	Exp. Candy XL x1 	Porygon Fragment x5 	Genius Feather x3 	Porygon Fragment x3 (C)	Ground Tera Shard x2 	Ground Tera Shard x2 (H)	Bottle Cap x1 	Star Piece x1 	Hondew Berry x3 	Porygon Fragment x2 	Mild Mint x1 	Exp. Candy L x1 	Exp. Candy L x1 	Bitter Herba Mystica x1 	Bitter Herba Mystica x1 	Star Piece x1 									Porygon-Z (5☆) (Square)	0	13755529	
00D6239D	Exp. Candy L x1 	Exp. Candy XL x1 	Inkay Ink x5 	Health Feather x3 	Inkay Ink x3 (C)	Water Tera Shard x2 	Water Tera Shard x2 (H)	Rare Candy x1 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Exp. Candy L x1 	Health Feather x2 	Health Feather x2 	Spicy Herba Mystica x1 	Big Mushroom x1 	PP Up x1 	Exp. Candy L x2 									Malamar (5☆) (Star)	0	14033821	
00D9D007	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Flying Tera Shard x2 	Flying Tera Shard x2 (H)	Rare Candy x1 	Pomeg Berry x3 	Sweet Herba Mystica x1 	Salty Herba Mystica x1 	Pomeg Berry x3 	Horsea Ink x2 	Spicy Herba Mystica x1 	Exp. Candy L x1 	Pomeg Berry x3 	Sweet Herba Mystica x1 									Kingdra (5☆) (Square)	0	14274567	
00DABE74	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Dragon Tera Shard x2 	Dragon Tera Shard x2 (H)	Exp. Candy L x1 	Big Mushroom x1 	Exp. Candy L x1 	Nugget x1 	Rare Candy x1 	Bitter Herba Mystica x1 	Spicy Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x1 										Lapras (5☆) (Star)	0	14335604	
00E174F5	Exp. Candy L x1 	Exp. Candy XL x1 	Rhyhorn Fang x5 	Muscle Feather x3 	Rhyhorn Fang x3 (C)	Dark Tera Shard x2 	Dark Tera Shard x2 (H)	Rare Candy x1 	Nugget x1 	Muscle Feather x2 	Nugget x1 	Spicy Herba Mystica x1 	Spicy Herba Mystica x1 	Rhyhorn Fang x2 	Rhyhorn Fang x2 	Exp. Candy L x2 										Rhyperior (5☆) (Star)	0	14775541	
00E3CE08	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Poison Tera Shard x2 	Poison Tera Shard x2 (H)	Pomeg Berry x3 	Bottle Cap x1 	Salty Herba Mystica x1 	Exp. Candy L x2 	Balm Mushroom x1 	Bottle Cap x1 	Sour Herba Mystica x1 	Pomeg Berry x3 	Bitter Herba Mystica x1 	Lapras Teardrop x2 									Lapras (5☆) (Star)	0	14929416	
00E4417B	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Ground Tera Shard x2 	Ground Tera Shard x2 (H)	Big Mushroom x1 	Exp. Candy L x1 	Big Mushroom x1 	Lapras Teardrop x2 	Sweet Herba Mystica x1 	Exp. Candy L x1 	Big Mushroom x1 	Exp. Candy L x1 	Sweet Herba Mystica x1 										Lapras (5☆) (Star)	0	14958971	
00E7596E	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Fire Tera Shard x2 	Fire Tera Shard x2 (H)	Sour Herba Mystica x1 	Horsea Ink x2 	Sour Herba Mystica x1 	Exp. Candy L x1 	Horsea Ink x2 	Horsea Ink x2 	Nugget x1 	Balm Mushroom x1 	Exp. Candy L x1 										Kingdra (5☆) (Star)	0	15161710	
00E7FC05	Exp. Candy L x1 	Exp. Candy XL x1 	Beldum Claw x5 	Muscle Feather x3 	Beldum Claw x3 (C)	Normal Tera Shard x2 	Normal Tera Shard x2 (H)	Exp. Candy L x1 	Kelpsy Berry x3 	Rare Candy x1 	Spicy Herba Mystica x1 	Muscle Feather x2 	Rare Candy x1 	Spicy Herba Mystica x1 	Muscle Feather x2 	Star Piece x1 	Kelpsy Berry x3 									Metagross (5☆) (Star)	0	15203333	
00F5CAF2	Exp. Candy L x1 	Exp. Candy XL x1 	Inkay Ink x5 	Health Feather x3 	Inkay Ink x3 (C)	Psychic Tera Shard x2 	Psychic Tera Shard x2 (H)	Health Feather x2 	Big Mushroom x1 	Bitter Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x2 	Exp. Candy L x1 	Spicy Herba Mystica x1 	PP Up x1 	Inkay Ink x2 										Malamar (5☆) (Star)	0	16108274	
00F6ADF5	Exp. Candy L x1 	Exp. Candy XL x1 	Inkay Ink x5 	Health Feather x3 	Inkay Ink x3 (C)	Dark Tera Shard x2 	Dark Tera Shard x2 (H)	Exp. Candy L x2 	Big Mushroom x1 	Exp. Candy L x2 	Big Mushroom x1 	Sweet Herba Mystica x1 	Exp. Candy L x2 	Health Feather x2 	Health Feather x2 	Sweet Herba Mystica x1 										Malamar (5☆) (Star)	0	16166389	
00F8AE6E	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Fire Tera Shard x2 	Fire Tera Shard x2 (H)	Salty Herba Mystica x1 	Pomeg Berry x3 	Exp. Candy L x2 	Pomeg Berry x3 	Lapras Teardrop x2 	Exp. Candy L x2 	Exp. Candy L x1 	Sour Herba Mystica x1 	Fire Tera Shard x1 										Lapras (5☆) (Star)	0	16297582	
00F8F291	Exp. Candy L x1 	Exp. Candy XL x1 	Tyrogue Sweat x5 	Clever Feather x3 	Tyrogue Sweat x3 (C)	Electric Tera Shard x2 	Electric Tera Shard x2 (H)	Gentle Mint x1 	Big Pearl x1 	Sour Herba Mystica x1 	Sour Herba Mystica x1 	Tyrogue Sweat x2 	Rare Candy x1 	Exp. Candy L x1 	Tyrogue Sweat x2 	Clever Feather x2 										Hitmonchan (5☆) (Star)	0	16315025	
00FC996E	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Fire Tera Shard x2 	Fire Tera Shard x2 (H)	Sour Herba Mystica x1 	Bottle Cap x1 	Rare Candy x1 	Rare Candy x1 	Health Feather x2 	Bitter Herba Mystica x1 	Exp. Candy L x1 	Health Feather x2 	Exp. Candy L x1 										Kingdra (5☆) (Star)	0	16554350	
00FE0D84	Exp. Candy L x1 	Exp. Candy XL x1 	Inkay Ink x5 	Health Feather x3 	Inkay Ink x3 (C)	Poison Tera Shard x2 	Poison Tera Shard x2 (H)	Big Mushroom x1 	Pomeg Berry x3 	Balm Mushroom x1 	Exp. Candy L x2 	Exp. Candy L x1 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Bitter Herba Mystica x1 	Balm Mushroom x1 	Inkay Ink x2 									Malamar (5☆) (Star)	0	16649604	
0107CE7E	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Fire Tera Shard x2 	Fire Tera Shard x2 (H)	Pomeg Berry x3 	Rare Candy x1 	Exp. Candy L x1 	Exp. Candy L x2 	Sweet Herba Mystica x1 	Spicy Herba Mystica x1 	Exp. Candy L x1 	Lapras Teardrop x2 	Exp. Candy L x1 										Lapras (5☆) (Star)	0	17288830	
01081381	Exp. Candy L x1 	Exp. Candy XL x1 	Inkay Ink x5 	Health Feather x3 	Inkay Ink x3 (C)	Ice Tera Shard x2 	Ice Tera Shard x2 (H)	Ability Capsule x1 	Exp. Candy L x1 	Bitter Herba Mystica x1 	Rare Candy x1 	Sour Herba Mystica x1 	Health Feather x2 	Inkay Ink x2 	Nugget x1 	Big Mushroom x1 	Exp. Candy L x1 									Malamar (5☆) (Star)	0	17306497	
010B0971	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Electric Tera Shard x2 	Electric Tera Shard x2 (H)	Health Feather x2 	Exp. Candy L x1 	Exp. Candy L x1 	Nugget x1 	Sour Herba Mystica x1 	Big Mushroom x1 	Spicy Herba Mystica x1 	Big Mushroom x1 	Spicy Herba Mystica x1 										Kingdra (5☆) (Star)	0	17500529	
0111FD08	Exp. Candy L x1 	Exp. Candy XL x1 	Golett Shard x5 	Muscle Feather x3 	Golett Shard x3 (C)	Poison Tera Shard x2 	Poison Tera Shard x2 (H)	Exp. Candy L x1 	Spicy Herba Mystica x1 	Spicy Herba Mystica x1 	Ability Capsule x1 	Exp. Candy L x2 	Exp. Candy L x2 	Exp. Candy L x1 	Exp. Candy L x1 	Exp. Candy L x2 	Star Piece x1 									Golurk (5☆) (Star)	0	17956104	
0113E80D	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Steel Tera Shard x2 	Steel Tera Shard x2 (H)	Sour Herba Mystica x1 	Exp. Candy L x2 	Sour Herba Mystica x1 	Pomeg Berry x3 	Steel Tera Shard x1 	Big Mushroom x1 	Health Feather x2 	Exp. Candy L x2 	Salty Herba Mystica x1 										Kingdra (5☆) (Star)	0	18081805	
01146D87	Exp. Candy L x1 	Exp. Candy XL x1 	Inkay Ink x5 	Health Feather x3 	Inkay Ink x3 (C)	Flying Tera Shard x2 	Flying Tera Shard x2 (H)	Bitter Herba Mystica x1 	Exp. Candy L x2 	Exp. Candy L x1 	Inkay Ink x2 	Exp. Candy L x2 	Exp. Candy L x1 	Rare Candy x1 	Big Mushroom x1 	Bitter Herba Mystica x1 	Exp. Candy L x1 									Malamar (5☆) (Star)	0	18115975	
011D2584	Exp. Candy L x1 	Exp. Candy XL x1 	Inkay Ink x5 	Health Feather x3 	Inkay Ink x3 (C)	Poison Tera Shard x2 	Poison Tera Shard x2 (H)	Inkay Ink x2 	Sour Herba Mystica x1 	Exp. Candy L x1 	Rare Candy x1 	PP Up x1 	Spicy Herba Mystica x1 	Poison Tera Shard x1 	Ability Capsule x1 	Inkay Ink x2 	Sour Herba Mystica x1 									Malamar (5☆) (Star)	0	18687364	
012C508F	Exp. Candy L x1 	Exp. Candy XL x1 	Tyrogue Sweat x5 	Clever Feather x3 	Tyrogue Sweat x3 (C)	Water Tera Shard x2 	Water Tera Shard x2 (H)	Pearl String x1 	Pearl String x1 	Clever Feather x2 	Sour Herba Mystica x1 	PP Up x1 	Sour Herba Mystica x1 	Bottle Cap x1 	Bottle Cap x1 	Grepa Berry x3 										Hitmonchan (5☆) (Star)	0	19681423	
012F6508	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Poison Tera Shard x2 	Poison Tera Shard x2 (H)	Spicy Herba Mystica x1 	Big Mushroom x1 	Health Feather x2 	Exp. Candy L x1 	Exp. Candy L x1 	Exp. Candy L x1 	Exp. Candy L x1 	Exp. Candy L x1 	Exp. Candy L x1 	Sweet Herba Mystica x1 									Kingdra (5☆) (Star)	0	19883272	
0130E273	Exp. Candy L x1 	Exp. Candy XL x1 	Minior Shell x5 	Resist Feather x3 	Minior Shell x3 (C)	Ice Tera Shard x2 	Ice Tera Shard x2 (H)	Qualot Berry x3 	Exp. Candy L x1 	Exp. Candy L x1 	Salty Herba Mystica x1 	Salty Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x1 	Minior Shell x2 	Rare Candy x1 										Minior (5☆) (Star)	0	19980915	
0134F8FE	Exp. Candy L x1 	Exp. Candy XL x1 	Rhyhorn Fang x5 	Muscle Feather x3 	Rhyhorn Fang x3 (C)	Fire Tera Shard x2 	Fire Tera Shard x2 (H)	Exp. Candy L x1 	Rhyhorn Fang x2 	Exp. Candy L x1 	Muscle Feather x2 	Spicy Herba Mystica x1 	Kelpsy Berry x3 	Spicy Herba Mystica x1 	Comet Shard x1 	Fire Tera Shard x1 										Rhyperior (5☆) (Star)	0	20248830	
0135DE02	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Ice Tera Shard x2 	Ice Tera Shard x2 (H)	PP Up x1 	Pomeg Berry x3 	Spicy Herba Mystica x1 	Salty Herba Mystica x1 	Salty Herba Mystica x1 	Exp. Candy L x2 	Big Mushroom x1 	Rare Candy x1 	Nugget x1 	Exp. Candy L x1 									Lapras (5☆) (Star)	0	20307458	
01363E0B	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Bug Tera Shard x2 	Bug Tera Shard x2 (H)	Spicy Herba Mystica x1 	Health Feather x2 	Nugget x1 	PP Up x1 	Exp. Candy L x1 	Health Feather x2 	Health Feather x2 	Bitter Herba Mystica x1 	Exp. Candy L x2 										Lapras (5☆) (Square)	0	20332043	
013CEA81	Exp. Candy L x1 	Exp. Candy XL x1 	Inkay Ink x5 	Health Feather x3 	Inkay Ink x3 (C)	Rock Tera Shard x2 	Rock Tera Shard x2 (H)	Inkay Ink x2 	Bitter Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x1 	Ability Capsule x1 	Health Feather x2 	Health Feather x2 	PP Up x1 	Sour Herba Mystica x1 	Inkay Ink x2 									Malamar (5☆) (Star)	0	20769409	
013E9E71	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Electric Tera Shard x2 	Electric Tera Shard x2 (H)	PP Up x1 	PP Up x1 	Nugget x1 	Health Feather x2 	Exp. Candy L x1 	Big Mushroom x1 	Exp. Candy L x2 	Spicy Herba Mystica x1 	Spicy Herba Mystica x1 										Lapras (5☆) (Star)	0	20881009	
013EB078	Exp. Candy L x1 	Exp. Candy XL x1 	Beldum Claw x5 	Muscle Feather x3 	Beldum Claw x3 (C)	Ghost Tera Shard x2 	Ghost Tera Shard x2 (H)	Exp. Candy L x1 	Ghost Tera Shard x1 	Star Piece x1 	Exp. Candy L x1 	Ghost Tera Shard x1 	Spicy Herba Mystica x1 	Spicy Herba Mystica x1 	Star Piece x1 	Star Piece x1 										Metagross (5☆) (Star)	0	20885624	
014236EF	Exp. Candy L x1 	Exp. Candy XL x1 	Inkay Ink x5 	Health Feather x3 	Inkay Ink x3 (C)	Water Tera Shard x2 	Water Tera Shard x2 (H)	Exp. Candy L x2 	Inkay Ink x2 	Bitter Herba Mystica x1 	Pomeg Berry x3 	Health Feather x2 	Pomeg Berry x3 	Nugget x1 	Sweet Herba Mystica x1 	Pomeg Berry x3 										Malamar (5☆) (Star)	0	21116655	
0146396F	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Water Tera Shard x2 	Water Tera Shard x2 (H)	Exp. Candy L x1 	Exp. Candy L x2 	Sweet Herba Mystica x1 	Exp. Candy L x2 	Sour Herba Mystica x1 	Bottle Cap x1 	Big Mushroom x1 	Exp. Candy L x2 	Big Mushroom x1 										Kingdra (5☆) (Square)	0	21379439	
0148A486	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Fighting Tera Shard x2 	Fighting Tera Shard x2 (H)	Health Feather x2 	Horsea Ink x2 	Fighting Tera Shard x1 	Pomeg Berry x3 	Sour Herba Mystica x1 	Horsea Ink x2 	Bitter Herba Mystica x1 	Rare Candy x1 	Exp. Candy L x1 	Bitter Herba Mystica x1 									Kingdra (5☆) (Star)	0	21537926	
01498C99	Exp. Candy L x1 	Exp. Candy XL x1 	Beldum Claw x5 	Muscle Feather x3 	Beldum Claw x3 (C)	Bug Tera Shard x2 	Bug Tera Shard x2 (H)	Beldum Claw x2 	Exp. Candy L x1 	Beldum Claw x2 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Kelpsy Berry x3 	Spicy Herba Mystica x1 	Kelpsy Berry x3 	Exp. Candy L x2 	Beldum Claw x2 									Metagross (5☆) (Square)	0	21597337	
014CC502	Exp. Candy L x1 	Exp. Candy XL x1 	Rhyhorn Fang x5 	Muscle Feather x3 	Rhyhorn Fang x3 (C)	Bug Tera Shard x2 	Bug Tera Shard x2 (H)	Spicy Herba Mystica x1 	Exp. Candy L x1 	Muscle Feather x2 	Exp. Candy L x2 	Exp. Candy L x2 	Exp. Candy L x1 	Muscle Feather x2 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Rare Candy x1 									Rhyperior (5☆) (Star)	0	21808386	
01548A86	Exp. Candy L x1 	Exp. Candy XL x1 	Porygon Fragment x5 	Muscle Feather x3 	Porygon Fragment x3 (C)	Fighting Tera Shard x2 	Fighting Tera Shard x2 (H)	Muscle Feather x2 	Exp. Candy L x2 	PP Up x1 	Spicy Herba Mystica x1 	Rare Candy x1 	Porygon Fragment x2 	Star Piece x1 	Spicy Herba Mystica x1 	Exp. Candy L x2 	Exp. Candy L x2 									Porygon2 (5☆) (Star)	0	22317702	
0155BA76	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Fairy Tera Shard x2 	Fairy Tera Shard x2 (H)	Health Feather x2 	Big Mushroom x1 	Exp. Candy L x2 	Pomeg Berry x3 	Sweet Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x2 	Ability Capsule x1 	Salty Herba Mystica x1 										Kingdra (5☆) (Star)	0	22395510	
0155C082	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Rock Tera Shard x2 	Rock Tera Shard x2 (H)	Big Mushroom x1 	Nugget x1 	Exp. Candy L x1 	Nugget x1 	Lapras Teardrop x2 	Big Mushroom x1 	Pomeg Berry x3 	Big Mushroom x1 	Spicy Herba Mystica x1 	Sour Herba Mystica x1 									Lapras (5☆) (Star)	0	22397058	
01583E71	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Electric Tera Shard x2 	Electric Tera Shard x2 (H)	Exp. Candy L x1 	Ability Capsule x1 	Salty Herba Mystica x1 	Sweet Herba Mystica x1 	Exp. Candy L x2 	Exp. Candy L x1 	Exp. Candy L x1 	Salty Herba Mystica x1 	Exp. Candy L x2 										Lapras (5☆) (Star)	0	22560369	
0158D96C	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Ghost Tera Shard x2 	Ghost Tera Shard x2 (H)	Sour Herba Mystica x1 	Sweet Herba Mystica x1 	Big Mushroom x1 	Exp. Candy L x1 	Pomeg Berry x3 	Exp. Candy L x1 	Exp. Candy L x2 	Health Feather x2 	Health Feather x2 										Kingdra (5☆) (Star)	0	22600044	
015D23F6	Exp. Candy L x1 	Exp. Candy XL x1 	Inkay Ink x5 	Health Feather x3 	Inkay Ink x3 (C)	Fairy Tera Shard x2 	Fairy Tera Shard x2 (H)	Salty Herba Mystica x1 	Bottle Cap x1 	Health Feather x2 	Bitter Herba Mystica x1 	Health Feather x2 	Pomeg Berry x3 	Exp. Candy L x2 	Pomeg Berry x3 	Bitter Herba Mystica x1 										Malamar (5☆) (Star)	0	22881270	
0164461F	Exp. Candy L x1 	Exp. Candy XL x1 	Inkay Ink x5 	Health Feather x3 	Inkay Ink x3 (C)	Steel Tera Shard x2 	Steel Tera Shard x2 (H)	Big Mushroom x1 	Exp. Candy L x1 	Balm Mushroom x1 	Spicy Herba Mystica x1 	Pomeg Berry x3 	Exp. Candy L x1 	Pomeg Berry x3 	Sour Herba Mystica x1 	Inkay Ink x2 	Nugget x1 									Malamar (5☆) (Star)	0	23348767	
01688188	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Poison Tera Shard x2 	Poison Tera Shard x2 (H)	Big Mushroom x1 	Sour Herba Mystica x1 	Exp. Candy L x1 	Nugget x1 	Exp. Candy L x1 	Pomeg Berry x3 	Sweet Herba Mystica x1 	Exp. Candy L x2 	Exp. Candy L x2 	Balm Mushroom x1 									Kingdra (5☆) (Star)	0	23626120	
016FDAEC	Exp. Candy L x1 	Exp. Candy XL x1 	Inkay Ink x5 	Health Feather x3 	Inkay Ink x3 (C)	Ghost Tera Shard x2 	Ghost Tera Shard x2 (H)	Salty Herba Mystica x1 	Nugget x1 	Health Feather x2 	Exp. Candy L x1 	Exp. Candy L x1 	Salty Herba Mystica x1 	Ghost Tera Shard x1 	Health Feather x2 	Big Mushroom x1 										Malamar (5☆) (Star)	0	24107756	
0170DFEC	Exp. Candy L x1 	Exp. Candy XL x1 	Trapinch Shell x5 	Swift Feather x3 	Trapinch Shell x3 (C)	Ghost Tera Shard x2 	Ghost Tera Shard x2 (H)	Bottle Cap x1 	Bottle Cap x1 	Exp. Candy L x1 	Exp. Candy L x1 	Sweet Herba Mystica x1 	Grepa Berry x3 	Sweet Herba Mystica x1 	Grepa Berry x3 	Bottle Cap x1 										Flygon (5☆) (Star)	0	24174572	
01714A05	Exp. Candy L x1 	Exp. Candy XL x1 	Rhyhorn Fang x5 	Muscle Feather x3 	Rhyhorn Fang x3 (C)	Normal Tera Shard x2 	Normal Tera Shard x2 (H)	Muscle Feather x2 	Star Piece x1 	Exp. Candy L x1 	Exp. Candy L x2 	Kelpsy Berry x3 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Nugget x1 	Spicy Herba Mystica x1 	Exp. Candy L x1 									Rhyperior (5☆) (Star)	0	24201733	
0176F016	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Fairy Tera Shard x2 	Fairy Tera Shard x2 (H)	Exp. Candy L x2 	Rare Candy x1 	Nugget x1 	Exp. Candy L x2 	Sweet Herba Mystica x1 	Spicy Herba Mystica x1 	Health Feather x2 	Rare Candy x1 	Exp. Candy L x1 	Nugget x1 									Lapras (5☆) (Star)	0	24571926	
017A1071	Exp. Candy L x1 	Exp. Candy XL x1 	Inkay Ink x5 	Health Feather x3 	Inkay Ink x3 (C)	Electric Tera Shard x2 	Electric Tera Shard x2 (H)	Exp. Candy L x1 	Exp. Candy L x1 	Bitter Herba Mystica x1 	Inkay Ink x2 	Exp. Candy L x1 	Exp. Candy L x2 	Balm Mushroom x1 	Exp. Candy L x1 	Salty Herba Mystica x1 										Malamar (5☆) (Star)	0	24776817	
017AD49B	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Ground Tera Shard x2 	Ground Tera Shard x2 (H)	Sweet Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x1 	Exp. Candy L x1 	Exp. Candy L x2 	Exp. Candy L x1 	Exp. Candy L x1 	Pomeg Berry x3 	Bitter Herba Mystica x1 										Kingdra (5☆) (Star)	0	24827035	
017BCDF5	Exp. Candy L x1 	Exp. Candy XL x1 	Inkay Ink x5 	Health Feather x3 	Inkay Ink x3 (C)	Dark Tera Shard x2 	Dark Tera Shard x2 (H)	Big Mushroom x1 	Exp. Candy L x1 	Sour Herba Mystica x1 	Exp. Candy L x2 	Big Mushroom x1 	Dark Tera Shard x1 	Nugget x1 	Salty Herba Mystica x1 	Exp. Candy L x2 										Malamar (5☆) (Star)	0	24890869	
017E4501	Exp. Candy L x1 	Exp. Candy XL x1 	Duraludon Tarnish x5 	Genius Feather x3 	Duraludon Tarnish x3 (C)	Fairy Tera Shard x2 	Fairy Tera Shard x2 (H)	Bitter Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x1 	Ability Capsule x1 	Bitter Herba Mystica x1 	Quiet Mint x1 	Hondew Berry x3 	Star Piece x1 	Exp. Candy L x2 	Duraludon Tarnish x2 									Duraludon (5☆) (Star)	0	25052417	
018376F1	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Electric Tera Shard x2 	Electric Tera Shard x2 (H)	Exp. Candy L x2 	Exp. Candy L x2 	PP Up x1 	Bitter Herba Mystica x1 	Bitter Herba Mystica x1 	Health Feather x2 	Sour Herba Mystica x1 	Exp. Candy L x2 	Exp. Candy L x1 										Kingdra (5☆) (Star)	0	25392881	
018A5100	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Dark Tera Shard x2 	Dark Tera Shard x2 (H)	Pomeg Berry x3 	Sweet Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x1 	Bitter Herba Mystica x1 	Sweet Herba Mystica x1 	Salty Herba Mystica x1 	PP Up x1 	Lapras Teardrop x2 	Exp. Candy L x2 									Lapras (5☆) (Star)	0	25841920	
018C8D87	Exp. Candy L x1 	Exp. Candy XL x1 	Inkay Ink x5 	Health Feather x3 	Inkay Ink x3 (C)	Flying Tera Shard x2 	Flying Tera Shard x2 (H)	Big Mushroom x1 	Rare Candy x1 	PP Up x1 	Inkay Ink x2 	Bitter Herba Mystica x1 	Exp. Candy L x2 	Salty Herba Mystica x1 	Health Feather x2 	Nugget x1 	Big Mushroom x1 									Malamar (5☆) (Square)	0	25988487	
018D0D6D	Exp. Candy L x1 	Exp. Candy XL x1 	Solosis Gel x5 	Genius Feather x3 	Solosis Gel x3 (C)	Steel Tera Shard x2 	Steel Tera Shard x2 (H)	Hondew Berry x3 	Star Piece x1 	Bitter Herba Mystica x1 	Solosis Gel x2 	Bitter Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x2 	Rash Mint x1 	Exp. Candy L x1 										Reuniclus (5☆) (Star)	0	26021229	
018FEC97	Exp. Candy L x1 	Exp. Candy XL x1 	Inkay Ink x5 	Health Feather x3 	Inkay Ink x3 (C)	Dark Tera Shard x2 	Dark Tera Shard x2 (H)	Exp. Candy L x1 	Pomeg Berry x3 	Exp. Candy L x2 	Spicy Herba Mystica x1 	Inkay Ink x2 	Spicy Herba Mystica x1 	Exp. Candy L x1 	Big Mushroom x1 	Bottle Cap x1 	Exp. Candy L x1 									Malamar (5☆) (Star)	0	26209431	
01907D80	Exp. Candy L x1 	Exp. Candy XL x1 	Inkay Ink x5 	Health Feather x3 	Inkay Ink x3 (C)	Grass Tera Shard x2 	Grass Tera Shard x2 (H)	Exp. Candy L x1 	Spicy Herba Mystica x1 	Spicy Herba Mystica x1 	Exp. Candy L x2 	Grass Tera Shard x1 	Inkay Ink x2 	Health Feather x2 	Exp. Candy L x2 	Exp. Candy L x1 	Pomeg Berry x3 									Malamar (5☆) (Star)	0	26246528	
01924506	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Fighting Tera Shard x2 	Fighting Tera Shard x2 (H)	Spicy Herba Mystica x1 	Exp. Candy L x2 	PP Up x1 	Health Feather x2 	Big Mushroom x1 	Sweet Herba Mystica x1 	Nugget x1 	Rare Candy x1 	Lapras Teardrop x2 	Pomeg Berry x3 									Lapras (5☆) (Star)	0	26363142	
