Seed,Species,Shiny,EC,PID,Tera Type,HP,Atk,Def,SpA,SpD,Spe,Ability,Nature,Gender,Height,Weight,Scale,Drops
41EF4082,Dondozo,No,648CAADD,FD28613B,Rock,31,31,31,31,31,15,Water Veil,Impish,Male,54,90,116,8
41F13307,Amoonguss,No,648E9D62,0646F920,Flying,31,31,2,31,31,31,Regenerator,Timid,Male,139,96,56,8
41F94680,Farigiraf,No,6496B0DB,2523994F,Ghost,31,31,31,31,4,31,Sap Sipper,Relaxed,Female,162,57,136,8
4245C687,Farigiraf,No,64E330E2,51131747,Flying,31,31,6,31,31,31,Sap Sipper,Quiet,Female,226,22,69,8
424A4075,Dondozo,No,64E7AAD0,6F3A5766,Dark,31,31,8,31,31,31,Water Veil,Adamant,Female,69,105,126,8
425AD6E4,Vaporeon,No,64F8413F,AD519A25,Grass,31,31,31,31,0,31,Hydration,Adamant,Male,215,92,167,8
4279C680,Farigiraf,No,651730DB,21337CC2,Ghost,31,31,31,31,31,10,Sap Sipper,Lax,Female,138,197,60,8
42AC4062,Dondozo,No,6549AABD,F7FFD877,Rock,31,31,31,31,31,12,Water Veil,Impish,Female,206,92,37,8
42D1A686,Farigiraf,No,656F10E1,8318DD60,Fighting,31,15,31,31,31,31,Sap Sipper,Lonely,Male,69,190,238,8
42D34072,Dondozo,No,6570AACD,8B907AF4,Psychic,31,31,31,16,31,31,Water Veil,Impish,Male,113,95,84,8
42D58687,Farigiraf,No,6572F0E2,92953CDF,Flying,8,31,31,31,31,31,Sap Sipper,Quiet,Male,74,148,87,8
42EC4080,Dondozo,No,6589AADB,F7C557DD,Ghost,31,31,31,29,31,31,Water Veil,Impish,Male,129,96,171,9
430C8083,Dondozo,No,65A9EADE,75893F33,Ground,31,31,31,12,31,31,Water Veil,Timid,Male,182,112,219,8
4312468B,Farigiraf,No,65AFB0E6,8E71AC50,Bug,31,8,31,31,31,31,Sap Sipper,Rash,Male,68,127,107,8
4325137F,Amoonguss,No,65C27DDA,D3EBED43,Dark,31,31,21,31,31,31,Regenerator,Naive,Male,70,162,74,8
434E0184,Cetitan,No,65EB6BDF,7F577CE8,Grass,1,31,31,31,31,31,Sheer Force,Modest,Female,225,207,70,8
435259FF,Blissey,No,65EFC45A,8E655809,Dark,31,11,31,31,31,31,Healer,Timid,Female,204,35,81,8
43628679,Farigiraf,No,65FFF0D4,CD5D21D0,Ice,31,27,31,31,31,31,Sap Sipper,Serious,Male,198,95,114,8
436B536C,Amoonguss,No,6608BDC7,EAB3272C,Ghost,31,31,31,6,31,31,Regenerator,Lonely,Male,144,174,172,8
436CC068,Dondozo,No,660A2AC3,F47756C1,Poison,31,31,31,31,8,31,Water Veil,Jolly,Male,51,132,157,8
43778182,Cetitan,No,6614EBDD,195ED79D,Rock,31,31,3,31,31,31,Sheer Force,Impish,Male,45,187,182,8
43B39300,Amoonguss,No,6650FD5B,0A505AAD,Ghost,31,13,31,31,31,31,Regenerator,Hasty,Female,21,116,125,8
43B9C687,Farigiraf,No,665730E2,212B56FC,Flying,31,31,31,31,31,31,Sap Sipper,Timid,Male,103,128,132,9
43C016FF,Vaporeon,No,665D815A,48055BEE,Dark,31,15,31,31,31,31,Hydration,Docile,Female,136,134,145,8
43CDC06E,Dondozo,No,666B2AC9,70C47B42,Fire,31,31,15,31,31,31,Water Veil,Sassy,Female,81,129,144,8
43EE817E,Cetitan,No,668BEBD9,FDE598AB,Fairy,31,31,31,31,8,31,Sheer Force,Hardy,Male,185,151,68,8
43F00179,Cetitan,No,668D6BD4,07CD5AD2,Ice,31,31,31,31,11,31,Sheer Force,Timid,Male,57,242,106,8
43F11307,Amoonguss,No,668E7D62,0407171A,Flying,31,31,31,20,31,31,Regenerator,Naive,Male,134,166,98,8
43FC0172,Cetitan,No,66996BCD,37D1F64E,Psychic,25,31,31,31,31,31,Sheer Force,Naughty,Male,137,130,179,8
4410C088,Dondozo,No,66AE2AE3,8C17C0BA,Poison,31,31,31,31,28,31,Water Veil,Serious,Female,192,20,161,8
44292184,Cetitan,No,66C68BDF,EACE98AC,Grass,31,31,31,5,31,31,Sheer Force,Modest,Male,248,175,126,8
442AC672,Farigiraf,No,66C830CD,F44D1815,Psychic,31,31,29,31,31,31,Sap Sipper,Modest,Female,165,170,140,8
442CC681,Farigiraf,No,66CA30DC,FC441BD0,Bug,31,31,31,12,31,31,Sap Sipper,Timid,Male,198,196,92,8
44309707,Vaporeon,No,66CE0162,0CEDDC10,Flying,28,31,31,31,31,31,Hydration,Timid,Male,136,71,143,8
44318183,Cetitan,No,66CEEBDE,0938FF9D,Ground,31,31,31,18,31,31,Sheer Force,Hasty,Female,62,228,229,8
444A1A24,Blissey,No,66E7847F,76D1165A,Grass,19,31,31,31,31,31,Healer,Bold,Female,204,114,103,8
444FC67F,Farigiraf,Yes,66ED30DA,7FDEAF4C,Dark,19,31,31,31,31,31,Sap Sipper,Naughty,Male,58,69,163,8
44598673,Farigiraf,No,66F6F0CE,A8CEB5FF,Ice,31,31,31,31,4,31,Sap Sipper,Jolly,Male,201,128,62,8
4468E16F,Cetitan,No,67064BCA,EB977461,Water,31,31,31,28,31,31,Sheer Force,Modest,Male,122,192,119,8
44868685,Farigiraf,No,6723F0E0,65AB982E,Normal,31,31,31,10,31,31,Sap Sipper,Brave,Female,194,175,105,8
448AC176,Cetitan,No,67282BD1,74A51959,Fairy,31,31,31,31,4,31,Sheer Force,Quiet,Female,94,93,60,8
44ACE187,Cetitan,No,674A4BE2,FC383CB2,Flying,19,31,31,31,31,31,Sheer Force,Sassy,Male,201,170,215,8
44B3807B,Dondozo,No,6750EAD6,11AB715C,Electric,31,31,31,19,31,31,Water Veil,Jolly,Female,133,8,174,8
44F50181,Cetitan,No,67926BDC,1B6CFFEF,Bug,31,21,31,31,31,31,Sheer Force,Naive,Male,65,181,96,8
44F50185,Cetitan,No,67926BE0,1B6D0FEB,Normal,5,31,31,31,31,31,Sheer Force,Timid,Female,108,119,177,8
45189300,Amoonguss,No,67B5FD5B,AC08E7B2,Ghost,31,31,31,31,27,31,Regenerator,Quiet,Female,36,144,167,8
4524D37F,Amoonguss,No,67C23DDA,DB2AD778,Dark,31,31,31,27,31,31,Regenerator,Impish,Female,86,235,92,8
452DC183,Cetitan,No,67CB2BDE,F7691A12,Ground,31,31,31,7,31,31,Sheer Force,Careful,Male,120,155,66,9
456B016C,Cetitan,No,68086BC7,F23B456C,Ghost,31,31,31,31,22,31,Sheer Force,Modest,Female,172,69,134,8
458F8676,Farigiraf,No,682CF0D1,80D6DB0D,Fairy,31,27,31,31,31,31,Sap Sipper,Sassy,Male,134,65,61,8
45964686,Farigiraf,No,6833B0E1,A5BE0144,Fighting,31,31,31,13,31,31,Sap Sipper,Hasty,Male,212,183,144,8
45A48177,Cetitan,No,6841EBD2,DCD343A7,Ghost,31,31,12,31,31,31,Sheer Force,Careful,Male,125,97,25,8
45C98681,Farigiraf,No,6866F0DC,688DEF54,Bug,31,31,31,31,24,31,Sap Sipper,Bashful,Female,140,63,43,8
45E91D9D,Amoonguss,No,688687F8,EA56C4F0,Dark,31,31,31,29,31,31,Regenerator,Adamant,Female,105,132,136,8
46034684,Farigiraf,No,68A0B0DF,4FE13F58,Grass,31,31,16,31,31,31,Sap Sipper,Sassy,Female,158,160,74,8
46080183,Cetitan,No,68A56BDE,6CF1B2E4,Ground,31,31,31,31,6,31,Sheer Force,Adamant,Female,179,59,154,8
46124083,Dondozo,No,68AFAADE,93DA2B06,Ground,31,31,3,31,31,31,Water Veil,Careful,Male,28,33,116,8
463E8677,Farigiraf,No,68DBF0D2,42F82B80,Normal,31,31,31,31,31,13,Sap Sipper,Calm,Female,82,168,241,8
464846CD,Farigiraf,No,68E5B128,6B9E7A81,Steel,31,31,31,10,31,31,Sap Sipper,Hardy,Female,22,72,199,8
467FE6D1,Farigiraf,No,691D512C,3D3297B9,Electric,31,29,31,31,31,31,Sap Sipper,Hardy,Male,84,21,166,8
468F817F,Cetitan,No,692CEBDA,7F6323A6,Dark,31,31,31,29,31,31,Sheer Force,Docile,Female,211,53,224,8
46970080,Dondozo,No,69346ADB,A146F730,Ghost,31,31,31,31,31,31,Water Veil,Lax,Female,119,37,97,8
46BF4673,Farigiraf,No,695CB0CE,4089741B,Ice,31,31,31,31,7,31,Sap Sipper,Rash,Male,157,87,217,9
46D8007F,Dondozo,No,69756ADA,AD160989,Dark,31,31,31,14,31,31,Water Veil,Quirky,Female,91,77,111,8
46E6F371,Amoonguss,No,69845DCC,E1F4FC70,Electric,31,31,13,31,31,31,Regenerator,Serious,Male,118,184,160,8
46F6C684,Farigiraf,No,699430DF,22391853,Grass,31,31,31,12,31,31,Sap Sipper,Hardy,Male,171,144,116,8
4704C17A,Cetitan,No,69A22BD5,59069919,Psychic,31,28,31,31,31,31,Sheer Force,Rash,Male,128,185,18,8
4726A686,Farigiraf,No,69C410E1,E19FAD92,Fighting,31,31,31,31,1,31,Sap Sipper,Gentle,Female,99,135,126,8
4742819B,Cetitan,No,69DFEBF6,51D41D62,Electric,31,31,27,31,31,31,Sheer Force,Lax,Female,176,128,142,8
4762C079,Dondozo,No,6A002AD4,D0F45794,Ice,31,31,31,23,31,31,Water Veil,Quiet,Male,47,93,144,8
476A3A04,Blissey,No,6A07A45F,F3959759,Grass,12,31,31,31,31,31,Healer,Modest,Female,215,165,82,8
477F8182,Cetitan,No,6A1CEBDD,3DE55AA9,Rock,31,31,31,31,23,31,Sheer Force,Gentle,Female,178,56,174,8
47910165,Cetitan,No,6A2E6BC0,886A2ADE,Normal,31,31,31,31,31,25,Sheer Force,Modest,Female,165,135,62,8
47C4BA18,Blissey,No,6A622473,59D38BDE,Dragon,31,31,28,31,31,31,Healer,Mild,Female,108,181,166,8
47CBC074,Dondozo,No,6A692ACF,6D4A5719,Dragon,31,31,31,31,7,31,Water Veil,Lax,Female,63,97,132,8
47DF96DA,Vaporeon,No,6A7D0135,BE7EB448,Psychic,31,31,31,31,29,31,Hydration,Rash,Male,68,149,158,9
47E5B711,Vaporeon,No,6A83216C,D6248136,Electric,31,31,31,31,31,30,Hydration,Rash,Male,26,215,106,8
47ED407B,Dondozo,No,6A8AAAD6,F7693F61,Electric,6,31,31,31,31,31,Water Veil,Calm,Male,82,91,87,8
47F2A187,Cetitan,No,6A900BE2,11D21AC5,Flying,31,31,31,31,13,31,Sheer Force,Hardy,Male,82,140,149,8
47FC6187,Cetitan,No,6A99CBE2,3AD3320F,Flying,31,25,31,31,31,31,Sheer Force,Gentle,Female,129,209,211,8
480B0087,Dondozo,No,6AA86AE2,75B04A1B,Flying,31,31,20,31,31,31,Water Veil,Quirky,Female,125,131,181,8
48243D97,Amoonguss,No,6AC1A7F2,E212B2DD,Ghost,31,31,31,31,31,2,Regenerator,Bold,Male,120,161,186,8
482FDD94,Amoonguss,No,6ACD47EF,049BC3D9,Dragon,31,20,31,31,31,31,Regenerator,Modest,Male,150,146,189,8
48428175,Cetitan,No,6ADFEBD0,5776F98E,Dark,31,0,31,31,31,31,Sheer Force,Bold,Male,50,169,164,8
48450087,Dondozo,No,6AE26AE2,5D6983A9,Flying,31,31,31,6,31,31,Water Veil,Brave,Male,119,163,120,8
485C1700,Vaporeon,No,6AF9815B,C10F66D9,Steel,31,9,31,31,31,31,Hydration,Sassy,Male,16,97,75,8
48724082,Dondozo,No,6B0FAADD,1A85F92F,Bug,31,8,31,31,31,31,Water Veil,Adamant,Male,102,115,164,8
4882667B,Farigiraf,No,6B1FD0D6,5BB3615D,Psychic,31,5,31,31,31,31,Sap Sipper,Rash,Female,111,197,51,8
4887D300,Amoonguss,No,6B253D5B,64E1023A,Steel,31,31,31,31,1,31,Regenerator,Mild,Male,111,78,187,8
48A74685,Farigiraf,No,6B44B0E0,E74F9841,Normal,31,31,15,31,31,31,Sap Sipper,Bold,Male,138,150,155,8
48BC0064,Dondozo,No,6B596ABF,422DF07B,Electric,31,5,31,31,31,31,Water Veil,Impish,Female,112,157,98,8
48CF0179,Cetitan,No,6B6C6BD4,85E8E960,Dragon,31,31,30,31,31,31,Sheer Force,Hardy,Female,90,239,87,8
48CF0185,Cetitan,No,6B6C6BE0,85E8D941,Normal,31,4,31,31,31,31,Sheer Force,Timid,Female,44,198,150,8
48F59D8A,Amoonguss,No,6B9307E5,1BDADC5A,Rock,31,31,11,31,31,31,Regenerator,Lonely,Female,44,179,88,8
49018180,Cetitan,No,6B9EEBDB,4AC85EB7,Steel,31,31,31,31,13,31,Sheer Force,Hasty,Male,153,156,107,8
49044081,Dondozo,No,6BA1AADC,61C25A3B,Ghost,31,31,31,31,31,4,Water Veil,Rash,Male,190,209,197,8
491BC68A,Farigiraf,No,6BB930E5,B3B97D60,Rock,31,31,31,31,31,6,Sap Sipper,Docile,Female,189,76,104,8
492B4188,Cetitan,No,6BC8ABE3,F5F019E2,Poison,31,31,31,31,31,1,Sheer Force,Naive,Male,149,65,98,8
492C8086,Dondozo,No,6BC9EAE1,FEEF1910,Fighting,31,31,31,12,31,31,Water Veil,Lonely,Male,176,66,65,8
4939C087,Dondozo,No,6BD72AE2,2BE32AB4,Flying,31,9,31,31,31,31,Water Veil,Docile,Male,215,69,70,9
4952407C,Dondozo,No,6BEFAAD7,99811B4F,Dragon,28,31,31,31,31,31,Water Veil,Timid,Female,120,213,84,8
4954131D,Amoonguss,No,6BF17D78,A0369950,Dark,21,31,31,31,31,31,Regenerator,Modest,Male,128,88,80,8
4959FD9E,Amoonguss,No,6BF767F9,AB9BA771,Fairy,23,31,31,31,31,31,Regenerator,Quirky,Female,55,133,219,8
495BC187,Cetitan,No,6BF92BE2,B38D7832,Flying,31,31,2,31,31,31,Sheer Force,Lax,Female,86,113,111,8
4987005E,Dondozo,No,6C246AB9,653696D6,Ghost,31,31,31,10,31,31,Water Veil,Naughty,Female,133,13,127,8
499681B3,Cetitan,No,6C33EC0E,A72998F5,Ice,20,31,31,31,31,31,Sheer Force,Timid,Male,189,146,215,8
49A2B6D7,Vaporeon,No,6C402132,D7B499DF,Fire,31,31,31,0,31,31,Hydration,Relaxed,Male,162,109,128,8
49A39361,Amoonguss,No,6C40FDBC,D3221B02,Ghost,31,31,31,31,31,8,Regenerator,Bashful,Female,142,105,93,8
49C63A35,Blissey,No,6C63A490,6916196A,Dark,31,31,31,15,31,31,Healer,Timid,Female,142,156,188,8
49CA8680,Farigiraf,No,6C67F0DB,7710D6F0,Steel,31,31,31,30,31,31,Sap Sipper,Sassy,Male,165,179,130,8
49DE6185,Cetitan,No,6C7BCBE0,CA7BAC6D,Normal,31,31,31,31,31,19,Sheer Force,Mild,Male,182,174,141,8
4A0A0074,Dondozo,No,6CA76ACF,77729B95,Dragon,18,31,31,31,31,31,Water Veil,Timid,Male,122,111,62,8
4A12417E,Cetitan,No,6CAFABD9,985D79B0,Dark,25,31,31,31,31,31,Sheer Force,Jolly,Male,238,87,184,8
4A59E680,Farigiraf,No,6CF750DB,AA8FA4DC,Steel,31,31,31,31,20,31,Sap Sipper,Quiet,Male,145,100,77,8
4A5CF713,Vaporeon,No,6CFA616E,BECEB8D6,Ice,31,31,31,31,31,31,Hydration,Modest,Female,123,94,190,8
4A6A0684,Farigiraf,No,6D0770DF,F744EE5B,Electric,31,31,31,31,14,31,Sap Sipper,Quiet,Male,166,160,132,8
4A7FB319,Amoonguss,No,6D1D1D74,41FC38E8,Dragon,21,31,31,31,31,31,Regenerator,Calm,Male,137,111,148,8
4A864182,Cetitan,No,6D23ABDD,68D81C1D,Bug,6,31,31,31,31,31,Sheer Force,Adamant,Male,133,113,124,8
4A86C673,Farigiraf,No,6D2430CE,66EE76F6,Ice,31,31,31,3,31,31,Sap Sipper,Hardy,Female,54,73,125,8
4A8BC171,Cetitan,No,6D292BCC,72E51731,Electric,31,31,31,11,31,31,Sheer Force,Hardy,Female,122,14,226,8
4AAE9306,Amoonguss,No,6D4BFD61,0646D73F,Fighting,31,31,31,31,31,4,Regenerator,Careful,Male,128,63,173,8
4AC11377,Amoonguss,No,6D5E7DD2,4BDC7FDF,Fire,31,31,31,31,18,31,Regenerator,Calm,Male,61,21,243,8
4AC1C17C,Cetitan,No,6D5F2BD7,4AA39BAF,Dragon,31,6,31,31,31,31,Sheer Force,Brave,Male,58,177,78,8
4AD24186,Cetitan,No,6D6FABE1,9895B1ED,Fighting,25,31,31,31,31,31,Sheer Force,Lax,Male,205,197,81,8
4AFA8185,Cetitan,No,6D97EBE0,35BA60BA,Normal,31,31,31,31,18,31,Sheer Force,Sassy,Male,91,151,85,9
4B0BA196,Cetitan,No,6DA90BF1,7113D7FF,Fairy,31,31,31,31,28,31,Sheer Force,Docile,Female,95,109,154,8
4B1E8188,Cetitan,No,6DBBEBE3,C482DAA3,Poison,31,10,31,31,31,31,Sheer Force,Calm,Male,51,173,122,8
4B5B86CD,Farigiraf,No,6DF8F128,B0309B5B,Steel,31,31,31,31,31,11,Sap Sipper,Jolly,Female,116,129,126,8
4B5C0181,Cetitan,No,6DF96BDC,BE49D6AD,Ghost,31,31,31,31,31,31,Sheer Force,Mild,Female,155,145,182,8
4B5CC17C,Cetitan,No,6DFA2BD7,BD4529CB,Grass,31,31,19,31,31,31,Sheer Force,Calm,Female,96,221,46,8
4B6B817C,Cetitan,No,6E08EBD7,F079578E,Ice,25,31,31,31,31,31,Sheer Force,Hasty,Female,193,106,145,8
4B7C804F,Dondozo,No,6E19EAAA,3C6628B0,Water,20,31,31,31,31,31,Water Veil,Serious,Male,194,149,232,8
4B826696,Farigiraf,No,6E1FD0F1,589035CE,Fairy,31,16,31,31,31,31,Sap Sipper,Timid,Male,149,48,106,8
4BE7C174,Cetitan,No,6E852BCF,E1DD6199,Dragon,31,31,31,31,31,31,Sheer Force,Bold,Female,61,99,144,8
4BECC05D,Dondozo,No,6E8A2AB8,FDE79B38,Ice,8,31,31,31,31,31,Water Veil,Mild,Female,161,118,200,8
4BEF8187,Cetitan,No,6E8CEBE2,00E3DC10,Flying,31,31,3,31,31,31,Sheer Force,Bashful,Female,88,172,206,8
4BF44687,Farigiraf,No,6E91B0E2,1FD897AF,Flying,11,31,31,31,31,31,Sap Sipper,Serious,Female,136,142,156,8
4C085702,Vaporeon,No,6EA5C15D,76ED1903,Bug,11,31,31,31,31,31,Hydration,Docile,Male,111,150,97,8
4C39416D,Cetitan,No,6ED6ABC8,333CA68C,Steel,31,31,31,31,31,27,Sheer Force,Sassy,Female,91,130,59,8
4C5479F6,Blissey,No,6EF1E451,A6417546,Fairy,31,31,31,27,31,31,Healer,Serious,Female,78,151,116,8
4C5A4682,Farigiraf,No,6EF7B0DD,BED37283,Bug,31,31,14,31,31,31,Sap Sipper,Serious,Male,160,80,93,8
4C73C085,Dondozo,No,6F112AE0,19051141,Normal,31,27,31,31,31,31,Water Veil,Mild,Female,249,74,136,8
4CBB867D,Farigiraf,No,6F58F0D8,38CA5AA4,Ground,8,31,31,31,31,31,Sap Sipper,Bashful,Male,129,108,78,8
4CC44054,Dondozo,No,6F61AAAF,675CF341,Dragon,31,31,31,31,31,3,Water Veil,Serious,Male,63,188,89,8
4CDAC181,Cetitan,No,6F782BDC,BD5EF2D4,Ghost,5,31,31,31,31,31,Sheer Force,Careful,Female,124,145,143,8
4CF9A676,Farigiraf,No,6F9710D1,3000DA96,Fairy,31,31,31,31,31,6,Sap Sipper,Quiet,Male,104,209,131,8
4D045D9C,Amoonguss,No,6FA1C7F7,65D5CBE2,Flying,31,31,31,31,31,29,Regenerator,Jolly,Female,121,132,96,8
4D1B4676,Farigiraf,No,6FB8B0D1,BA3698F1,Fairy,30,31,31,31,31,31,Sap Sipper,Brave,Female,96,115,110,8
4D1BE17F,Cetitan,No,6FB94BDA,B7C26FA5,Fairy,31,31,31,31,25,31,Sheer Force,Serious,Male,156,210,122,8
4D27C685,Farigiraf,No,6FC530E0,E85E73AC,Normal,31,31,31,31,4,31,Sap Sipper,Relaxed,Male,92,209,79,8
4D69417F,Cetitan,No,7006ABDA,F237094B,Fairy,18,31,31,31,31,31,Sheer Force,Docile,Male,54,127,167,8
4D802681,Farigiraf,No,701D90DC,554E9C07,Ghost,31,17,31,31,31,31,Sap Sipper,Hasty,Male,77,116,30,9
4D8C0082,Dondozo,No,70296ADD,85BB08C0,Bug,31,31,31,11,31,31,Water Veil,Brave,Female,46,236,90,8
4D9EC180,Cetitan,No,703C2BDB,CCB29818,Steel,31,7,31,31,31,31,Sheer Force,Timid,Male,109,97,41,8
4DB40067,Dondozo,No,70516AC2,25C79881,Flying,31,26,31,31,31,31,Water Veil,Jolly,Female,227,244,159,8
4DC84688,Farigiraf,No,7065B0E3,768F1B3B,Poison,31,31,31,31,24,31,Sap Sipper,Calm,Female,122,163,171,8
4E170081,Dondozo,No,70B46ADC,A7D513B7,Ghost,21,31,31,31,31,31,Water Veil,Gentle,Female,173,81,88,8
4E202179,Cetitan,No,70BD8BD4,D3893393,Dragon,31,31,5,31,31,31,Sheer Force,Modest,Male,205,189,82,8
4E2116EB,Vaporeon,No,70BE8146,D04225D6,Bug,31,31,31,31,4,31,Hydration,Lonely,Male,8,125,160,8
4E294688,Farigiraf,No,70C6B0E3,F10A7A7D,Poison,9,31,31,31,31,31,Sap Sipper,Rash,Male,171,210,147,8
4E452688,Farigiraf,No,70E290E3,5F115B65,Poison,31,31,13,31,31,31,Sap Sipper,Adamant,Male,152,134,190,8
4E57C16D,Cetitan,No,70F52BC8,A69FB1F0,Steel,31,31,31,19,31,31,Sheer Force,Bashful,Male,122,115,180,8
4E865704,Vaporeon,No,7123C15F,6DB1A3C9,Electric,20,31,31,31,31,31,Hydration,Naughty,Female,132,23,31,9
4E8C467D,Farigiraf,No,7129B0D8,85745A27,Ghost,31,31,31,31,11,31,Sap Sipper,Modest,Male,151,158,70,8
4E8E7A14,Blissey,No,712BE46F,8D470538,Dragon,22,31,31,31,31,31,Healer,Lonely,Female,32,37,47,8
4EA8C188,Cetitan,No,71462BE3,F37F1A2E,Poison,31,31,31,31,31,31,Sheer Force,Relaxed,Female,232,151,43,8
4EAB971C,Vaporeon,No,71490177,F6DA0F37,Psychic,31,31,7,31,31,31,Hydration,Hasty,Male,91,94,91,8
4EC9C183,Cetitan,No,71672BDE,6F2A1A63,Rock,12,31,31,31,31,31,Sheer Force,Adamant,Female,76,149,76,9
4ECA4185,Cetitan,No,7167ABE0,7D2D32D6,Normal,31,31,31,31,31,4,Sheer Force,Naughty,Male,148,56,151,8
4ECDC083,Dondozo,No,716B2ADE,7F219C07,Rock,31,31,31,31,31,15,Water Veil,Quirky,Male,70,160,123,8
4ED4F31C,Amoonguss,No,71725D77,A2C556DA,Fire,31,31,31,31,31,19,Regenerator,Relaxed,Male,177,137,115,8
4EEB0081,Dondozo,No,71886ADC,F84C87BB,Ghost,31,31,31,31,28,31,Water Veil,Modest,Female,139,175,188,8
4EFB0684,Farigiraf,No,719870DF,3846980E,Electric,31,31,31,31,31,3,Sap Sipper,Naughty,Female,47,127,162,8
4F200079,Dondozo,No,71BD6AD4,D32CEF78,Dragon,31,11,31,31,31,31,Water Veil,Hardy,Female,188,192,211,8
4F298682,Farigiraf,No,71C6F0DD,ED2A296B,Bug,28,31,31,31,31,31,Sap Sipper,Hardy,Female,53,62,82,8
4F35C086,Dondozo,No,71D32AE1,1E16723B,Fighting,31,31,25,31,31,31,Water Veil,Hardy,Female,130,106,235,8
4F40C176,Cetitan,No,71DE2BD1,51D45858,Fairy,31,31,31,31,31,27,Sheer Force,Quirky,Male,196,111,175,8
4F535302,Amoonguss,No,71F0BD5D,97FB2A7B,Bug,31,31,31,31,31,0,Regenerator,Naive,Male,188,54,59,8
4F615D92,Amoonguss,No,71FEC7ED,CFFD1E6C,Psychic,31,9,31,31,31,31,Regenerator,Hasty,Male,71,111,229,8
4F62A686,Farigiraf,No,720010E1,D85C2E5C,Fighting,31,31,11,31,31,31,Sap Sipper,Impish,Female,119,170,169,8
4F719302,Amoonguss,No,720EFD5D,0D1516B1,Bug,31,31,23,31,31,31,Regenerator,Modest,Female,130,202,90,8
4F86C171,Cetitan,No,72242BCC,6A7B1DD9,Electric,31,6,31,31,31,31,Sheer Force,Calm,Female,155,143,50,8
4F916183,Cetitan,No,722ECBDE,8FEB7E4E,Rock,31,31,31,31,19,31,Sheer Force,Brave,Female,183,144,130,8
4FA5D184,Dondozo,No,72433BDF,DED05A8B,Electric,31,4,31,31,31,31,Water Veil,Adamant,Female,108,197,72,8
4FF74687,Farigiraf,No,7294B0E2,2858B38C,Flying,31,31,31,31,29,31,Sap Sipper,Bashful,Male,202,106,206,8
500B4074,Dondozo,No,72A8AACF,7BAF2DB8,Dragon,31,31,31,31,31,15,Water Veil,Quirky,Female,165,161,179,8
5014406D,Dondozo,No,72B1AAC8,A794B0DB,Steel,31,31,31,31,31,31,Water Veil,Jolly,Male,124,170,143,8
502A1A05,Blissey,No,72C78460,00B91A23,Normal,31,25,31,31,31,31,Healer,Jolly,Female,105,186,249,8
503C5707,Vaporeon,No,72D9C162,47751670,Flying,31,31,31,23,31,31,Hydration,Adamant,Female,79,183,152,8
50444171,Cetitan,No,72E1ABCC,676ED9B2,Electric,31,31,31,15,31,31,Sheer Force,Docile,Male,70,200,180,8
5055006B,Dondozo,No,72F26AC6,A45DD8AC,Bug,31,24,31,31,31,31,Water Veil,Jolly,Female,155,211,90,8
505BA076,Dondozo,No,72F90AD1,BEE9178E,Fairy,12,31,31,31,31,31,Water Veil,Jolly,Female,189,160,157,8
509B9D86,Amoonguss,No,733907E1,BF01C9F5,Fighting,19,31,31,31,31,31,Regenerator,Hasty,Female,228,61,189,8
50EBA672,Farigiraf,No,738910CD,FF931862,Psychic,14,31,31,31,31,31,Sap Sipper,Mild,Female,202,194,95,8
5117FA04,Blissey,No,73B5645F,ACDD16DA,Psychic,31,31,31,31,31,2,Healer,Docile,Female,167,95,74,9
5122C17F,Cetitan,No,73C02BDA,E0E496E8,Steel,4,31,31,31,31,31,Sheer Force,Timid,Male,78,123,183,8
512DC676,Farigiraf,No,73CB30D1,04E85AEB,Fairy,31,31,31,0,31,31,Sap Sipper,Modest,Female,117,68,103,8
5137C686,Farigiraf,No,73D530E1,2CCED9A7,Fighting,31,11,31,31,31,31,Sap Sipper,Adamant,Female,19,56,129,8
5139371B,Vaporeon,No,73D6A176,341A73E1,Ice,31,31,31,10,31,31,Hydration,Quiet,Male,139,84,125,9
513A36F5,Vaporeon,No,73D7A150,401A9B89,Dark,19,31,31,31,31,31,Hydration,Hasty,Male,195,94,215,8
51528085,Dondozo,No,73EFEAE0,A17DC029,Normal,11,31,31,31,31,31,Water Veil,Brave,Female,62,95,131,8
51558187,Cetitan,No,73F2EBE2,A580D96E,Flying,31,31,31,29,31,31,Sheer Force,Bold,Male,187,131,91,8
5159A185,Cetitan,No,73F70BE0,B60B7BF8,Normal,25,31,31,31,31,31,Sheer Force,Lonely,Female,163,150,121,8
516AC179,Cetitan,No,74082BD4,00B585A2,Dark,31,31,31,31,30,31,Sheer Force,Timid,Male,243,62,240,8
51B58184,Cetitan,No,7452EBDF,2644C88F,Psychic,31,31,31,18,31,31,Sheer Force,Mild,Female,134,172,142,8
51B99304,Amoonguss,No,7456FD5F,361957E5,Psychic,15,31,31,31,31,31,Regenerator,Bashful,Female,176,193,119,8
51BD1719,Vaporeon,No,745A8174,4426B7DB,Dark,31,31,31,31,31,19,Hydration,Timid,Male,116,148,98,10
51E25DD6,Amoonguss,No,747FC831,DECEDBFB,Fairy,31,31,31,31,20,31,Regenerator,Careful,Male,112,74,171,8
51F48181,Cetitan,No,7491EBDC,2A0BFCEB,Steel,31,31,31,31,31,6,Sheer Force,Timid,Male,72,173,169,8
51F8C688,Farigiraf,No,749630E3,39221907,Poison,31,31,31,31,31,25,Sap Sipper,Lonely,Male,162,118,94,8
