Seed	Item1	Item2	Item3	Item4	Item5	Item6	Item7	Item8	Item9	Item10	Item11	Item12	Item13	Item14	Item15	Item16	Item17	Item18	Item19	Item20	Item21	Item22	Item23	Item24	Item25	ExtraInfo	EventIndex	Calcs	
00BDC505	Exp. Candy L x1 	Exp. Candy XL x1 	Mienfoo Claw x5 	Swift Feather x3 	Mienfoo Claw x3 (C)	Normal Tera Shard x2 	Normal Tera Shard x2 (H)	Sweet Herba Mystica x1 	Exp. Candy L x1 	Mienfoo Claw x2 	Sweet Herba Mystica x1 	Hasty Mint x1 	Big Mushroom x1 	Exp. Candy L x2 	Normal Tera Shard x1 	Big Mushroom x1 	Exp. Candy L x2 									Mienshao (5☆) (Square)	0	12436741	
00BE0F86	Exp. Candy L x1 	Exp. Candy XL x1 	Duskull Fragment x5 	Health Feather x3 	Duskull Fragment x3 (C)	Fighting Tera Shard x2 	Fighting Tera Shard x2 (H)	Pomeg Berry x3 	Pomeg Berry x3 	Big Mushroom x1 	Exp. Candy L x1 	Pomeg Berry x3 	Bitter Herba Mystica x1 	Exp. Candy L x2 	Big Mushroom x1 	Salty Herba Mystica x1 	Pomeg Berry x3 									Dusknoir (5☆) (Star)	0	12455814	
00C13C8D	Exp. Candy L x1 	Exp. Candy XL x1 	Vullaby Feather x5 	Health Feather x3 	Vullaby Feather x3 (C)	Steel Tera Shard x2 	Steel Tera Shard x2 (H)	Salty Herba Mystica x1 	Sour Herba Mystica x1 	Vullaby Feather x2 	Exp. Candy L x1 	Pomeg Berry x3 	Pomeg Berry x3 	Big Mushroom x1 	Exp. Candy L x1 	Balm Mushroom x1 										Mandibuzz (5☆) (Star)	0	12663949	
00CF877A	Exp. Candy L x1 	Exp. Candy XL x1 	Grubbin Thread x5 	Genius Feather x3 	Grubbin Thread x3 (C)	Rock Tera Shard x2 	Rock Tera Shard x2 (H)	Nugget x1 	Grubbin Thread x2 	Exp. Candy L x1 	Exp. Candy L x1 	Bitter Herba Mystica x1 	Comet Shard x1 	Exp. Candy L x1 	Bitter Herba Mystica x1 	Exp. Candy L x2 										Vikavolt (5☆) (Star)	0	13600634	
00D09E10	Exp. Candy L x1 	Exp. Candy XL x1 	Vullaby Feather x5 	Health Feather x3 	Vullaby Feather x3 (C)	Grass Tera Shard x2 	Grass Tera Shard x2 (H)	Spicy Herba Mystica x1 	Big Mushroom x1 	Big Mushroom x1 	Exp. Candy L x1 	Sweet Herba Mystica x1 	Big Mushroom x1 	Big Mushroom x1 	PP Up x1 	Salty Herba Mystica x1 										Mandibuzz (5☆) (Star)	0	13671952	
00D1E489	Exp. Candy L x1 	Exp. Candy XL x1 	Seedot Stem x5 	Muscle Feather x3 	Seedot Stem x3 (C)	Ground Tera Shard x2 	Ground Tera Shard x2 (H)	Bottle Cap x1 	Star Piece x1 	Kelpsy Berry x3 	Seedot Stem x2 	Lonely Mint x1 	Exp. Candy L x1 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Spicy Herba Mystica x1 	Star Piece x1 									Shiftry (5☆) (Square)	0	13755529	
00D2C71D	Exp. Candy L x1 	Exp. Candy XL x1 	Munchlax Fang x5 	Health Feather x3 	Munchlax Fang x3 (C)	Water Tera Shard x2 	Water Tera Shard x2 (H)	Exp. Candy L x2 	Salty Herba Mystica x1 	Rare Candy x1 	Exp. Candy L x2 	Exp. Candy L x2 	Sour Herba Mystica x1 	Sweet Herba Mystica x1 	Bottle Cap x1 	Pomeg Berry x3 	Exp. Candy L x1 									Snorlax (5☆) (Star)	0	13813533	
00D6239D	Exp. Candy L x1 	Exp. Candy XL x1 	Vullaby Feather x5 	Health Feather x3 	Vullaby Feather x3 (C)	Water Tera Shard x2 	Water Tera Shard x2 (H)	Rare Candy x1 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Exp. Candy L x1 	Health Feather x2 	Health Feather x2 	Spicy Herba Mystica x1 	Big Mushroom x1 	PP Up x1 	Exp. Candy L x2 									Mandibuzz (5☆) (Star)	0	14033821	
00D99AF0	Exp. Candy L x1 	Exp. Candy XL x1 	Duskull Fragment x5 	Health Feather x3 	Duskull Fragment x3 (C)	Grass Tera Shard x2 	Grass Tera Shard x2 (H)	Salty Herba Mystica x1 	Exp. Candy L x1 	Health Feather x2 	Balm Mushroom x1 	Exp. Candy L x1 	Exp. Candy L x2 	Exp. Candy L x2 	Sour Herba Mystica x1 	Exp. Candy L x2 										Dusknoir (5☆) (Star)	0	14260976	
00DFC4F8	Exp. Candy L x1 	Exp. Candy XL x1 	Basculin Fang x5 	Health Feather x3 	Basculin Fang x3 (C)	Ghost Tera Shard x2 	Ghost Tera Shard x2 (H)	Nugget x1 	Basculin Fang x2 	Bitter Herba Mystica x1 	Balm Mushroom x1 	Sweet Herba Mystica x1 	Health Feather x2 	Balm Mushroom x1 	Exp. Candy L x2 	Basculin Fang x2 										Basculegion (5☆) (Star)	0	14664952	
00E01907	Exp. Candy L x1 	Exp. Candy XL x1 	Munchlax Fang x5 	Health Feather x3 	Munchlax Fang x3 (C)	Flying Tera Shard x2 	Flying Tera Shard x2 (H)	Sour Herba Mystica x1 	Balm Mushroom x1 	Exp. Candy L x1 	Ability Capsule x1 	Exp. Candy L x2 	Sour Herba Mystica x1 	Munchlax Fang x2 	Exp. Candy L x1 	Sour Herba Mystica x1 	Exp. Candy L x1 									Snorlax (5☆) (Star)	0	14686471	
00E0B5F3	Exp. Candy L x1 	Exp. Candy XL x1 	Munchlax Fang x5 	Health Feather x3 	Munchlax Fang x3 (C)	Ice Tera Shard x2 	Ice Tera Shard x2 (H)	Rare Candy x1 	Exp. Candy L x2 	Spicy Herba Mystica x1 	Sour Herba Mystica x1 	Nugget x1 	Exp. Candy L x2 	Nugget x1 	Nugget x1 	Sweet Herba Mystica x1 										Snorlax (5☆) (Star)	0	14726643	
00E146F9	Exp. Candy L x1 	Exp. Candy XL x1 	Munchlax Fang x5 	Health Feather x3 	Munchlax Fang x3 (C)	Bug Tera Shard x2 	Bug Tera Shard x2 (H)	Balm Mushroom x1 	Big Mushroom x1 	Balm Mushroom x1 	Exp. Candy L x1 	Exp. Candy L x1 	Bitter Herba Mystica x1 	Spicy Herba Mystica x1 	Health Feather x2 	Sour Herba Mystica x1 										Snorlax (5☆) (Square)	0	14763769	
00E174F5	Exp. Candy L x1 	Exp. Candy XL x1 	Bellsprout Vine x5 	Muscle Feather x3 	Bellsprout Vine x3 (C)	Dark Tera Shard x2 	Dark Tera Shard x2 (H)	Rare Candy x1 	Nugget x1 	Muscle Feather x2 	Nugget x1 	Spicy Herba Mystica x1 	Spicy Herba Mystica x1 	Bellsprout Vine x2 	Bellsprout Vine x2 	Exp. Candy L x2 										Victreebel (5☆) (Star)	0	14775541	
00E7FC05	Exp. Candy L x1 	Exp. Candy XL x1 	Timburr Sweat x5 	Muscle Feather x3 	Timburr Sweat x3 (C)	Normal Tera Shard x2 	Normal Tera Shard x2 (H)	Exp. Candy L x1 	Kelpsy Berry x3 	Rare Candy x1 	Spicy Herba Mystica x1 	Muscle Feather x2 	Rare Candy x1 	Spicy Herba Mystica x1 	Muscle Feather x2 	Star Piece x1 	Kelpsy Berry x3 									Conkeldurr (5☆) (Star)	0	15203333	
00F019FA	Exp. Candy L x1 	Exp. Candy XL x1 	Munchlax Fang x5 	Health Feather x3 	Munchlax Fang x3 (C)	Rock Tera Shard x2 	Rock Tera Shard x2 (H)	PP Up x1 	Sweet Herba Mystica x1 	Exp. Candy L x1 	Salty Herba Mystica x1 	Pomeg Berry x3 	Exp. Candy L x1 	Exp. Candy L x1 	Bottle Cap x1 	Pomeg Berry x3 										Snorlax (5☆) (Star)	0	15735290	
00F135F7	Exp. Candy L x1 	Exp. Candy XL x1 	Munchlax Fang x5 	Health Feather x3 	Munchlax Fang x3 (C)	Dark Tera Shard x2 	Dark Tera Shard x2 (H)	Rare Candy x1 	Spicy Herba Mystica x1 	Exp. Candy L x2 	Sour Herba Mystica x1 	Exp. Candy L x1 	Health Feather x2 	Health Feather x2 	Pomeg Berry x3 	Nugget x1 										Snorlax (5☆) (Star)	0	15807991	
00F5CAF2	Exp. Candy L x1 	Exp. Candy XL x1 	Vullaby Feather x5 	Health Feather x3 	Vullaby Feather x3 (C)	Psychic Tera Shard x2 	Psychic Tera Shard x2 (H)	Health Feather x2 	Big Mushroom x1 	Bitter Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x2 	Exp. Candy L x1 	Spicy Herba Mystica x1 	PP Up x1 	Vullaby Feather x2 										Mandibuzz (5☆) (Star)	0	16108274	
00F6ADF5	Exp. Candy L x1 	Exp. Candy XL x1 	Vullaby Feather x5 	Health Feather x3 	Vullaby Feather x3 (C)	Dark Tera Shard x2 	Dark Tera Shard x2 (H)	Exp. Candy L x2 	Big Mushroom x1 	Exp. Candy L x2 	Big Mushroom x1 	Sweet Herba Mystica x1 	Exp. Candy L x2 	Health Feather x2 	Health Feather x2 	Sweet Herba Mystica x1 										Mandibuzz (5☆) (Star)	0	16166389	
00F77372	Exp. Candy L x1 	Exp. Candy XL x1 	Basculin Fang x5 	Health Feather x3 	Basculin Fang x3 (C)	Psychic Tera Shard x2 	Psychic Tera Shard x2 (H)	Exp. Candy L x1 	Exp. Candy L x2 	Exp. Candy L x2 	Exp. Candy L x1 	Rare Candy x1 	Sour Herba Mystica x1 	Pomeg Berry x3 	Exp. Candy L x2 	Spicy Herba Mystica x1 										Basculegion (5☆) (Star)	0	16216946	
00F8F291	Exp. Candy L x1 	Exp. Candy XL x1 	Vulpix Fur x5 	Clever Feather x3 	Vulpix Fur x3 (C)	Electric Tera Shard x2 	Electric Tera Shard x2 (H)	Gentle Mint x1 	Big Pearl x1 	Sour Herba Mystica x1 	Sour Herba Mystica x1 	Vulpix Fur x2 	Rare Candy x1 	Exp. Candy L x1 	Vulpix Fur x2 	Clever Feather x2 										Ninetales (5☆) (Star)	0	16315025	
00FBF076	Exp. Candy L x1 	Exp. Candy XL x1 	Duskull Fragment x5 	Health Feather x3 	Duskull Fragment x3 (C)	Fairy Tera Shard x2 	Fairy Tera Shard x2 (H)	Exp. Candy L x1 	Rare Candy x1 	Health Feather x2 	Exp. Candy L x2 	Exp. Candy L x1 	Pomeg Berry x3 	Spicy Herba Mystica x1 	Sour Herba Mystica x1 	Exp. Candy L x1 										Dusknoir (5☆) (Star)	0	16511094	
00FD037F	Exp. Candy L x1 	Exp. Candy XL x1 	Basculin Fang x5 	Health Feather x3 	Basculin Fang x3 (C)	Steel Tera Shard x2 	Steel Tera Shard x2 (H)	Big Mushroom x1 	Sour Herba Mystica x1 	Exp. Candy L x1 	Sour Herba Mystica x1 	PP Up x1 	Exp. Candy L x2 	PP Up x1 	Exp. Candy L x1 	Exp. Candy L x1 	Big Mushroom x1 									Basculegion (5☆) (Star)	0	16581503	
00FD7311	Exp. Candy L x1 	Exp. Candy XL x1 	Munchlax Fang x5 	Health Feather x3 	Munchlax Fang x3 (C)	Electric Tera Shard x2 	Electric Tera Shard x2 (H)	Sour Herba Mystica x1 	Exp. Candy L x1 	Health Feather x2 	Nugget x1 	Big Mushroom x1 	Exp. Candy L x2 	Health Feather x2 	Bitter Herba Mystica x1 	Exp. Candy L x1 										Snorlax (5☆) (Star)	0	16610065	
010B0971	Exp. Candy L x1 	Exp. Candy XL x1 	Geodude Fragment x5 	Resist Feather x3 	Geodude Fragment x3 (C)	Electric Tera Shard x2 	Electric Tera Shard x2 (H)	Resist Feather x2 	Exp. Candy L x1 	Exp. Candy L x1 	Nugget x1 	Relaxed Mint x1 	Big Pearl x1 	Salty Herba Mystica x1 	Big Pearl x1 	Salty Herba Mystica x1 										Golem (5☆) (Star)	0	17500529	
0111FD08	Exp. Candy L x1 	Exp. Candy XL x1 	Mienfoo Claw x5 	Swift Feather x3 	Mienfoo Claw x3 (C)	Poison Tera Shard x2 	Poison Tera Shard x2 (H)	Exp. Candy L x1 	Sweet Herba Mystica x1 	Sweet Herba Mystica x1 	Mienfoo Claw x2 	Exp. Candy L x2 	Exp. Candy L x2 	Exp. Candy L x1 	Exp. Candy L x1 	Exp. Candy L x2 	Big Mushroom x1 									Mienshao (5☆) (Star)	0	17956104	
0114E37F	Exp. Candy L x1 	Exp. Candy XL x1 	Basculin Fang x5 	Health Feather x3 	Basculin Fang x3 (C)	Steel Tera Shard x2 	Steel Tera Shard x2 (H)	Exp. Candy L x1 	Big Mushroom x1 	Pomeg Berry x3 	Sweet Herba Mystica x1 	Health Feather x2 	Exp. Candy L x2 	Exp. Candy L x1 	Sweet Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x1 									Basculegion (5☆) (Star)	0	18146175	
011B44F3	Exp. Candy L x1 	Exp. Candy XL x1 	Basculin Fang x5 	Health Feather x3 	Basculin Fang x3 (C)	Ice Tera Shard x2 	Ice Tera Shard x2 (H)	Spicy Herba Mystica x1 	Big Mushroom x1 	Pomeg Berry x3 	Big Mushroom x1 	Salty Herba Mystica x1 	Exp. Candy L x2 	Pomeg Berry x3 	Exp. Candy L x1 	Pomeg Berry x3 										Basculegion (5☆) (Star)	0	18564339	
011B9506	Exp. Candy L x1 	Exp. Candy XL x1 	Munchlax Fang x5 	Health Feather x3 	Munchlax Fang x3 (C)	Fighting Tera Shard x2 	Fighting Tera Shard x2 (H)	PP Up x1 	Health Feather x2 	Big Mushroom x1 	Exp. Candy L x1 	Exp. Candy L x1 	Sweet Herba Mystica x1 	Exp. Candy L x2 	Pomeg Berry x3 	Spicy Herba Mystica x1 	Munchlax Fang x2 									Snorlax (5☆) (Star)	0	18584838	
011D2584	Exp. Candy L x1 	Exp. Candy XL x1 	Vullaby Feather x5 	Health Feather x3 	Vullaby Feather x3 (C)	Poison Tera Shard x2 	Poison Tera Shard x2 (H)	Vullaby Feather x2 	Sour Herba Mystica x1 	Exp. Candy L x1 	Rare Candy x1 	PP Up x1 	Spicy Herba Mystica x1 	Poison Tera Shard x1 	Ability Capsule x1 	Vullaby Feather x2 	Sour Herba Mystica x1 									Mandibuzz (5☆) (Star)	0	18687364	
012BD5F8	Exp. Candy L x1 	Exp. Candy XL x1 	Duskull Fragment x5 	Health Feather x3 	Duskull Fragment x3 (C)	Ghost Tera Shard x2 	Ghost Tera Shard x2 (H)	Exp. Candy L x1 	Sweet Herba Mystica x1 	Bitter Herba Mystica x1 	Big Mushroom x1 	Health Feather x2 	Pomeg Berry x3 	Exp. Candy L x2 	PP Up x1 	Nugget x1 										Dusknoir (5☆) (Star)	0	19650040	
012C3C70	Exp. Candy L x1 	Exp. Candy XL x1 	Duskull Fragment x5 	Health Feather x3 	Duskull Fragment x3 (C)	Grass Tera Shard x2 	Grass Tera Shard x2 (H)	Exp. Candy L x1 	Sweet Herba Mystica x1 	Health Feather x2 	Spicy Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x2 	Sweet Herba Mystica x1 	Bottle Cap x1 	Duskull Fragment x2 										Dusknoir (5☆) (Star)	0	19676272	
012C508F	Exp. Candy L x1 	Exp. Candy XL x1 	Vulpix Fur x5 	Clever Feather x3 	Vulpix Fur x3 (C)	Water Tera Shard x2 	Water Tera Shard x2 (H)	Pearl String x1 	Pearl String x1 	Clever Feather x2 	Sour Herba Mystica x1 	PP Up x1 	Sour Herba Mystica x1 	Bottle Cap x1 	Bottle Cap x1 	Grepa Berry x3 										Ninetales (5☆) (Star)	0	19681423	
0130E273	Exp. Candy L x1 	Exp. Candy XL x1 	Phantump Twig x5 	Muscle Feather x3 	Phantump Twig x3 (C)	Ice Tera Shard x2 	Ice Tera Shard x2 (H)	Kelpsy Berry x3 	Exp. Candy L x1 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Spicy Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x1 	Phantump Twig x2 	Rare Candy x1 										Trevenant (5☆) (Star)	0	19980915	
0134F8FE	Exp. Candy L x1 	Exp. Candy XL x1 	Bellsprout Vine x5 	Muscle Feather x3 	Bellsprout Vine x3 (C)	Fire Tera Shard x2 	Fire Tera Shard x2 (H)	Exp. Candy L x1 	Bellsprout Vine x2 	Exp. Candy L x1 	Muscle Feather x2 	Spicy Herba Mystica x1 	Kelpsy Berry x3 	Spicy Herba Mystica x1 	Comet Shard x1 	Fire Tera Shard x1 										Victreebel (5☆) (Star)	0	20248830	
013E9E71	Exp. Candy L x1 	Exp. Candy XL x1 	Swinub Hair x5 	Muscle Feather x3 	Swinub Hair x3 (C)	Electric Tera Shard x2 	Electric Tera Shard x2 (H)	PP Up x1 	PP Up x1 	Nugget x1 	Muscle Feather x2 	Exp. Candy L x1 	Star Piece x1 	Exp. Candy L x2 	Spicy Herba Mystica x1 	Spicy Herba Mystica x1 										Mamoswine (5☆) (Star)	0	20881009	
013EB078	Exp. Candy L x1 	Exp. Candy XL x1 	Aipom Hair x5 	Swift Feather x3 	Aipom Hair x3 (C)	Ghost Tera Shard x2 	Ghost Tera Shard x2 (H)	Exp. Candy L x1 	Ghost Tera Shard x1 	Big Mushroom x1 	Exp. Candy L x1 	Ghost Tera Shard x1 	Sweet Herba Mystica x1 	Sweet Herba Mystica x1 	Big Mushroom x1 	Big Mushroom x1 										Ambipom (5☆) (Star)	0	20885624	
0140751D	Exp. Candy L x1 	Exp. Candy XL x1 	Munchlax Fang x5 	Health Feather x3 	Munchlax Fang x3 (C)	Water Tera Shard x2 	Water Tera Shard x2 (H)	Health Feather x2 	Munchlax Fang x2 	Health Feather x2 	Pomeg Berry x3 	Health Feather x2 	Salty Herba Mystica x1 	Health Feather x2 	Sour Herba Mystica x1 	Water Tera Shard x1 	Exp. Candy L x1 									Snorlax (5☆) (Star)	0	21001501	
01408470	Exp. Candy L x1 	Exp. Candy XL x1 	Munchlax Fang x5 	Health Feather x3 	Munchlax Fang x3 (C)	Grass Tera Shard x2 	Grass Tera Shard x2 (H)	Nugget x1 	Exp. Candy L x1 	Nugget x1 	Exp. Candy L x1 	Exp. Candy L x2 	Sweet Herba Mystica x1 	Sour Herba Mystica x1 	Exp. Candy L x2 	Exp. Candy L x1 										Snorlax (5☆) (Star)	0	21005424	
0141B409	Exp. Candy L x1 	Exp. Candy XL x1 	Basculin Fang x5 	Health Feather x3 	Basculin Fang x3 (C)	Ground Tera Shard x2 	Ground Tera Shard x2 (H)	Exp. Candy L x1 	Bitter Herba Mystica x1 	Basculin Fang x2 	Bitter Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x2 	Exp. Candy L x2 	Exp. Candy L x1 	Nugget x1 										Basculegion (5☆) (Star)	0	21083145	
014236EF	Exp. Candy L x1 	Exp. Candy XL x1 	Vullaby Feather x5 	Health Feather x3 	Vullaby Feather x3 (C)	Water Tera Shard x2 	Water Tera Shard x2 (H)	Exp. Candy L x2 	Vullaby Feather x2 	Bitter Herba Mystica x1 	Pomeg Berry x3 	Health Feather x2 	Pomeg Berry x3 	Nugget x1 	Sweet Herba Mystica x1 	Pomeg Berry x3 										Mandibuzz (5☆) (Star)	0	21116655	
0143E400	Exp. Candy L x1 	Exp. Candy XL x1 	Vullaby Feather x5 	Health Feather x3 	Vullaby Feather x3 (C)	Psychic Tera Shard x2 	Psychic Tera Shard x2 (H)	Big Mushroom x1 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Sweet Herba Mystica x1 	Vullaby Feather x2 	Psychic Tera Shard x1 	Exp. Candy L x1 	Exp. Candy L x1 	Salty Herba Mystica x1 	Exp. Candy L x1 									Mandibuzz (5☆) (Star)	0	21226496	
01498C99	Exp. Candy L x1 	Exp. Candy XL x1 	Timburr Sweat x5 	Muscle Feather x3 	Timburr Sweat x3 (C)	Bug Tera Shard x2 	Bug Tera Shard x2 (H)	Timburr Sweat x2 	Exp. Candy L x1 	Timburr Sweat x2 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Kelpsy Berry x3 	Spicy Herba Mystica x1 	Kelpsy Berry x3 	Exp. Candy L x2 	Timburr Sweat x2 									Conkeldurr (5☆) (Square)	0	21597337	
014CC502	Exp. Candy L x1 	Exp. Candy XL x1 	Bellsprout Vine x5 	Muscle Feather x3 	Bellsprout Vine x3 (C)	Bug Tera Shard x2 	Bug Tera Shard x2 (H)	Spicy Herba Mystica x1 	Exp. Candy L x1 	Muscle Feather x2 	Exp. Candy L x2 	Exp. Candy L x2 	Exp. Candy L x1 	Muscle Feather x2 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Rare Candy x1 									Victreebel (5☆) (Star)	0	21808386	
0150A186	Exp. Candy L x1 	Exp. Candy XL x1 	Basculin Fang x5 	Health Feather x3 	Basculin Fang x3 (C)	Fighting Tera Shard x2 	Fighting Tera Shard x2 (H)	Sweet Herba Mystica x1 	Rare Candy x1 	Big Mushroom x1 	Exp. Candy L x2 	Exp. Candy L x1 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Sweet Herba Mystica x1 	Exp. Candy L x2 	Fighting Tera Shard x1 									Basculegion (5☆) (Star)	0	22061446	
01548A86	Exp. Candy L x1 	Exp. Candy XL x1 	Lotad Leaf x5 	Clever Feather x3 	Lotad Leaf x3 (C)	Fighting Tera Shard x2 	Fighting Tera Shard x2 (H)	Clever Feather x2 	Exp. Candy L x2 	PP Up x1 	Sour Herba Mystica x1 	Rare Candy x1 	Lotad Leaf x2 	Big Pearl x1 	Sour Herba Mystica x1 	Exp. Candy L x2 	Exp. Candy L x2 									Ludicolo (5☆) (Star)	0	22317702	
015A0F90	Exp. Candy L x1 	Exp. Candy XL x1 	Duskull Fragment x5 	Health Feather x3 	Duskull Fragment x3 (C)	Grass Tera Shard x2 	Grass Tera Shard x2 (H)	Exp. Candy L x2 	Sweet Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x2 	Sweet Herba Mystica x1 	Health Feather x2 	Exp. Candy L x2 	Exp. Candy L x1 	Sweet Herba Mystica x1 										Dusknoir (5☆) (Star)	0	22679440	
015CD585	Exp. Candy L x1 	Exp. Candy XL x1 	Basculin Fang x5 	Health Feather x3 	Basculin Fang x3 (C)	Normal Tera Shard x2 	Normal Tera Shard x2 (H)	Exp. Candy L x2 	Sweet Herba Mystica x1 	Big Mushroom x1 	Pomeg Berry x3 	Normal Tera Shard x1 	Health Feather x2 	Big Mushroom x1 	Sour Herba Mystica x1 	Exp. Candy L x1 	Sweet Herba Mystica x1 									Basculegion (5☆) (Star)	0	22861189	
01648C73	Exp. Candy L x1 	Exp. Candy XL x1 	Duskull Fragment x5 	Health Feather x3 	Duskull Fragment x3 (C)	Ice Tera Shard x2 	Ice Tera Shard x2 (H)	Pomeg Berry x3 	Exp. Candy L x1 	Exp. Candy L x2 	Pomeg Berry x3 	Exp. Candy L x1 	Sour Herba Mystica x1 	Exp. Candy L x1 	Salty Herba Mystica x1 	Exp. Candy L x2 										Dusknoir (5☆) (Star)	0	23366771	
01652AF1	Exp. Candy L x1 	Exp. Candy XL x1 	Basculin Fang x5 	Health Feather x3 	Basculin Fang x3 (C)	Electric Tera Shard x2 	Electric Tera Shard x2 (H)	Big Mushroom x1 	Exp. Candy L x2 	Salty Herba Mystica x1 	Health Feather x2 	Electric Tera Shard x1 	Basculin Fang x2 	Exp. Candy L x1 	Nugget x1 	Sour Herba Mystica x1 										Basculegion (5☆) (Star)	0	23407345	
0169E370	Exp. Candy L x1 	Exp. Candy XL x1 	Basculin Fang x5 	Health Feather x3 	Basculin Fang x3 (C)	Grass Tera Shard x2 	Grass Tera Shard x2 (H)	Nugget x1 	Spicy Herba Mystica x1 	Rare Candy x1 	Exp. Candy L x1 	Bitter Herba Mystica x1 	Big Mushroom x1 	Exp. Candy L x1 	Exp. Candy L x2 	Health Feather x2 										Basculegion (5☆) (Star)	0	23716720	
016B6510	Exp. Candy L x1 	Exp. Candy XL x1 	Duskull Fragment x5 	Health Feather x3 	Duskull Fragment x3 (C)	Grass Tera Shard x2 	Grass Tera Shard x2 (H)	Grass Tera Shard x1 	Duskull Fragment x2 	Sour Herba Mystica x1 	Health Feather x2 	Sweet Herba Mystica x1 	Exp. Candy L x1 	Ability Capsule x1 	Rare Candy x1 	Duskull Fragment x2 	Nugget x1 									Dusknoir (5☆) (Star)	0	23815440	
016B7C76	Exp. Candy L x1 	Exp. Candy XL x1 	Duskull Fragment x5 	Health Feather x3 	Duskull Fragment x3 (C)	Fairy Tera Shard x2 	Fairy Tera Shard x2 (H)	Exp. Candy L x1 	Spicy Herba Mystica x1 	Exp. Candy L x2 	Exp. Candy L x2 	Health Feather x2 	Exp. Candy L x2 	Exp. Candy L x2 	Sour Herba Mystica x1 	Rare Candy x1 										Dusknoir (5☆) (Star)	0	23821430	
016CD9FD	Exp. Candy L x1 	Exp. Candy XL x1 	Munchlax Fang x5 	Health Feather x3 	Munchlax Fang x3 (C)	Water Tera Shard x2 	Water Tera Shard x2 (H)	PP Up x1 	Spicy Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x1 	Big Mushroom x1 	Exp. Candy L x1 	Sweet Herba Mystica x1 	Exp. Candy L x2 	Munchlax Fang x2 										Snorlax (5☆) (Star)	0	23910909	
016DE300	Exp. Candy L x1 	Exp. Candy XL x1 	Basculin Fang x5 	Health Feather x3 	Basculin Fang x3 (C)	Bug Tera Shard x2 	Bug Tera Shard x2 (H)	Big Mushroom x1 	Big Mushroom x1 	Sweet Herba Mystica x1 	Big Mushroom x1 	Exp. Candy L x2 	Health Feather x2 	Health Feather x2 	Sweet Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x1 									Basculegion (5☆) (Star)	0	23978752	
016F4B01	Exp. Candy L x1 	Exp. Candy XL x1 	Duskull Fragment x5 	Health Feather x3 	Duskull Fragment x3 (C)	Psychic Tera Shard x2 	Psychic Tera Shard x2 (H)	Health Feather x2 	Big Mushroom x1 	Pomeg Berry x3 	Nugget x1 	Health Feather x2 	Big Mushroom x1 	Big Mushroom x1 	Health Feather x2 	Sweet Herba Mystica x1 	Spicy Herba Mystica x1 									Dusknoir (5☆) (Star)	0	24070913	
016FDAEC	Exp. Candy L x1 	Exp. Candy XL x1 	Vullaby Feather x5 	Health Feather x3 	Vullaby Feather x3 (C)	Ghost Tera Shard x2 	Ghost Tera Shard x2 (H)	Salty Herba Mystica x1 	Nugget x1 	Health Feather x2 	Exp. Candy L x1 	Exp. Candy L x1 	Salty Herba Mystica x1 	Ghost Tera Shard x1 	Health Feather x2 	Big Mushroom x1 										Mandibuzz (5☆) (Star)	0	24107756	
017056FC	Exp. Candy L x1 	Exp. Candy XL x1 	Duskull Fragment x5 	Health Feather x3 	Duskull Fragment x3 (C)	Grass Tera Shard x2 	Grass Tera Shard x2 (H)	Exp. Candy L x2 	Sweet Herba Mystica x1 	Exp. Candy L x1 	Pomeg Berry x3 	Exp. Candy L x1 	Sour Herba Mystica x1 	Pomeg Berry x3 	Nugget x1 	Exp. Candy L x1 										Dusknoir (5☆) (Star)	0	24139516	
0170DFEC	Exp. Candy L x1 	Exp. Candy XL x1 	Feebas Scales x5 	Clever Feather x3 	Feebas Scales x3 (C)	Ghost Tera Shard x2 	Ghost Tera Shard x2 (H)	Ghost Tera Shard x1 	Ghost Tera Shard x1 	Exp. Candy L x1 	Exp. Candy L x1 	Sour Herba Mystica x1 	Grepa Berry x3 	Sour Herba Mystica x1 	Grepa Berry x3 	Bottle Cap x1 										Milotic (5☆) (Star)	0	24174572	
01714A05	Exp. Candy L x1 	Exp. Candy XL x1 	Aipom Hair x5 	Swift Feather x3 	Aipom Hair x3 (C)	Normal Tera Shard x2 	Normal Tera Shard x2 (H)	Swift Feather x2 	Big Mushroom x1 	Exp. Candy L x1 	Exp. Candy L x2 	Grepa Berry x3 	Exp. Candy L x1 	Sweet Herba Mystica x1 	Nugget x1 	Sweet Herba Mystica x1 	Exp. Candy L x1 									Ambipom (5☆) (Star)	0	24201733	
