Seed	Item1	Item2	Item3	Item4	Item5	Item6	Item7	Item8	Item9	Item10	Item11	Item12	Item13	Item14	Item15	Item16	Item17	Item18	Item19	Item20	Item21	Item22	Item23	Item24	Item25	ExtraInfo	EventIndex	Calcs	
031529FD	Exp. Candy L x1 	Exp. Candy XL x1 	Munchlax Fang x5 	Health Feather x3 	Munchlax Fang x3 (C)	Water Tera Shard x2 	Water Tera Shard x2 (H)	Big Mushroom x1 	Salty Herba Mystica x1 	Pomeg Berry x3 	Sour Herba Mystica x1 	Exp. Candy L x2 	Balm Mushroom x1 	Salty Herba Mystica x1 	Health Feather x2 	Exp. Candy L x2 										Snorlax (5☆) (Star)	0	51718653	
03187B11	Exp. Candy L x1 	Exp. Candy XL x1 	Vullaby Feather x5 	Health Feather x3 	Vullaby Feather x3 (C)	Electric Tera Shard x2 	Electric Tera Shard x2 (H)	Sweet Herba Mystica x1 	Bitter Herba Mystica x1 	Exp. Candy L x2 	Exp. Candy L x1 	Exp. Candy L x1 	Exp. Candy L x1 	Pomeg Berry x3 	Exp. Candy L x1 	Sour Herba Mystica x1 										Mandibuzz (5☆) (Star)	0	51936017	
031F6CF9	Exp. Candy L x1 	Exp. Candy XL x1 	Litwick Soot x5 	Genius Feather x3 	Litwick Soot x3 (C)	Bug Tera Shard x2 	Bug Tera Shard x2 (H)	Exp. Candy L x1 	Exp. Candy L x1 	Bitter Herba Mystica x1 	PP Up x1 	Exp. Candy L x1 	Bitter Herba Mystica x1 	Bitter Herba Mystica x1 	Exp. Candy L x1 	Rash Mint x1 										Chandelure (5☆) (Star)	0	52391161	
032B2389	Exp. Candy L x1 	Exp. Candy XL x1 	Duskull Fragment x5 	Health Feather x3 	Duskull Fragment x3 (C)	Ground Tera Shard x2 	Ground Tera Shard x2 (H)	Exp. Candy L x2 	Ground Tera Shard x1 	Salty Herba Mystica x1 	Balm Mushroom x1 	Sour Herba Mystica x1 	Balm Mushroom x1 	Big Mushroom x1 	Salty Herba Mystica x1 	Salty Herba Mystica x1 	Big Mushroom x1 									Dusknoir (5☆) (Star)	0	53158793	
032D2375	Exp. Candy L x1 	Exp. Candy XL x1 	Basculin Fang x5 	Health Feather x3 	Basculin Fang x3 (C)	Dark Tera Shard x2 	Dark Tera Shard x2 (H)	PP Up x1 	Sweet Herba Mystica x1 	Exp. Candy L x1 	Salty Herba Mystica x1 	Salty Herba Mystica x1 	Big Mushroom x1 	Spicy Herba Mystica x1 	Exp. Candy L x2 	Dark Tera Shard x1 										Basculegion (5☆) (Star)	0	53289845	
03364C75	Exp. Candy L x1 	Exp. Candy XL x1 	Duskull Fragment x5 	Health Feather x3 	Duskull Fragment x3 (C)	Dark Tera Shard x2 	Dark Tera Shard x2 (H)	Pomeg Berry x3 	Exp. Candy L x1 	Dark Tera Shard x1 	Health Feather x2 	Big Mushroom x1 	Sweet Herba Mystica x1 	Bitter Herba Mystica x1 	Sweet Herba Mystica x1 	Pomeg Berry x3 										Dusknoir (5☆) (Star)	0	53890165	
033AE506	Exp. Candy L x1 	Exp. Candy XL x1 	Vullaby Feather x5 	Health Feather x3 	Vullaby Feather x3 (C)	Fighting Tera Shard x2 	Fighting Tera Shard x2 (H)	Vullaby Feather x2 	Bitter Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x2 	Exp. Candy L x2 	Salty Herba Mystica x1 	Bottle Cap x1 	Sour Herba Mystica x1 	Exp. Candy L x1 	Fighting Tera Shard x1 									Mandibuzz (5☆) (Star)	0	54191366	
033C9902	Exp. Candy L x1 	Exp. Candy XL x1 	Munchlax Fang x5 	Health Feather x3 	Munchlax Fang x3 (C)	Fighting Tera Shard x2 	Fighting Tera Shard x2 (H)	Sour Herba Mystica x1 	Salty Herba Mystica x1 	Health Feather x2 	Nugget x1 	Exp. Candy L x2 	Munchlax Fang x2 	Health Feather x2 	Balm Mushroom x1 	Spicy Herba Mystica x1 	Salty Herba Mystica x1 									Snorlax (5☆) (Star)	0	54302978	
038E9F85	Exp. Candy L x1 	Exp. Candy XL x1 	Duskull Fragment x5 	Health Feather x3 	Duskull Fragment x3 (C)	Normal Tera Shard x2 	Normal Tera Shard x2 (H)	Normal Tera Shard x1 	Exp. Candy L x2 	Health Feather x2 	Sweet Herba Mystica x1 	Sweet Herba Mystica x1 	Rare Candy x1 	Salty Herba Mystica x1 	Duskull Fragment x2 	Sweet Herba Mystica x1 	Sour Herba Mystica x1 									Dusknoir (5☆) (Star)	0	59678597	
03907C77	Exp. Candy L x1 	Exp. Candy XL x1 	Duskull Fragment x5 	Health Feather x3 	Duskull Fragment x3 (C)	Dark Tera Shard x2 	Dark Tera Shard x2 (H)	Exp. Candy L x1 	Sweet Herba Mystica x1 	Pomeg Berry x3 	Spicy Herba Mystica x1 	Big Mushroom x1 	Sour Herba Mystica x1 	Nugget x1 	Big Mushroom x1 	Balm Mushroom x1 										Dusknoir (5☆) (Star)	0	59800695	
039EBC72	Exp. Candy L x1 	Exp. Candy XL x1 	Duskull Fragment x5 	Health Feather x3 	Duskull Fragment x3 (C)	Psychic Tera Shard x2 	Psychic Tera Shard x2 (H)	Exp. Candy L x1 	Exp. Candy L x1 	Sweet Herba Mystica x1 	Exp. Candy L x1 	PP Up x1 	Big Mushroom x1 	Salty Herba Mystica x1 	Ability Capsule x1 	Sour Herba Mystica x1 										Dusknoir (5☆) (Star)	0	60734578	
03ABC572	Exp. Candy L x1 	Exp. Candy XL x1 	Vullaby Feather x5 	Health Feather x3 	Vullaby Feather x3 (C)	Psychic Tera Shard x2 	Psychic Tera Shard x2 (H)	Spicy Herba Mystica x1 	Vullaby Feather x2 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Pomeg Berry x3 	Exp. Candy L x2 	Big Mushroom x1 	Spicy Herba Mystica x1 	Health Feather x2 										Mandibuzz (5☆) (Square)	0	61588850	
03D3357E	Exp. Candy L x1 	Exp. Candy XL x1 	Lotad Leaf x5 	Clever Feather x3 	Lotad Leaf x3 (C)	Fire Tera Shard x2 	Fire Tera Shard x2 (H)	Rare Candy x1 	Sour Herba Mystica x1 	Grepa Berry x3 	Exp. Candy L x1 	PP Up x1 	Sour Herba Mystica x1 	Fire Tera Shard x1 	Nugget x1 	Sour Herba Mystica x1 										Ludicolo (5☆) (Square)	0	64173438	
03E8FF80	Exp. Candy L x1 	Exp. Candy XL x1 	Duskull Fragment x5 	Health Feather x3 	Duskull Fragment x3 (C)	Dark Tera Shard x2 	Dark Tera Shard x2 (H)	Exp. Candy L x1 	Bitter Herba Mystica x1 	Exp. Candy L x1 	Sour Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x2 	Sour Herba Mystica x1 	Exp. Candy L x1 	Big Mushroom x1 	Big Mushroom x1 									Dusknoir (5☆) (Star)	0	65601408	
0414C601	Exp. Candy L x1 	Exp. Candy XL x1 	Basculin Fang x5 	Health Feather x3 	Basculin Fang x3 (C)	Psychic Tera Shard x2 	Psychic Tera Shard x2 (H)	Balm Mushroom x1 	Sweet Herba Mystica x1 	Health Feather x2 	Big Mushroom x1 	Salty Herba Mystica x1 	Exp. Candy L x2 	Health Feather x2 	Big Mushroom x1 	Nugget x1 	Spicy Herba Mystica x1 									Basculegion (5☆) (Star)	0	68470273	
0418D088	Exp. Candy L x1 	Exp. Candy XL x1 	Munchlax Fang x5 	Health Feather x3 	Munchlax Fang x3 (C)	Poison Tera Shard x2 	Poison Tera Shard x2 (H)	Sweet Herba Mystica x1 	Rare Candy x1 	Munchlax Fang x2 	Health Feather x2 	Big Mushroom x1 	Spicy Herba Mystica x1 	Bitter Herba Mystica x1 	Exp. Candy L x1 	Nugget x1 	Exp. Candy L x1 									Snorlax (5☆) (Star)	0	68735112	
0437AB70	Exp. Candy L x1 	Exp. Candy XL x1 	Munchlax Fang x5 	Health Feather x3 	Munchlax Fang x3 (C)	Grass Tera Shard x2 	Grass Tera Shard x2 (H)	Nugget x1 	PP Up x1 	Sour Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x1 	Sweet Herba Mystica x1 	Balm Mushroom x1 	Pomeg Berry x3 	Sour Herba Mystica x1 										Snorlax (5☆) (Star)	0	70757232	
0438D1F4	Exp. Candy L x1 	Exp. Candy XL x1 	Duskull Fragment x5 	Health Feather x3 	Duskull Fragment x3 (C)	Dragon Tera Shard x2 	Dragon Tera Shard x2 (H)	Dragon Tera Shard x1 	Sweet Herba Mystica x1 	Exp. Candy L x1 	Ability Capsule x1 	Exp. Candy L x1 	Big Mushroom x1 	Exp. Candy L x1 	Sweet Herba Mystica x1 	Sweet Herba Mystica x1 										Dusknoir (5☆) (Star)	0	70832628	
044F7B71	Exp. Candy L x1 	Exp. Candy XL x1 	Duskull Fragment x5 	Health Feather x3 	Duskull Fragment x3 (C)	Electric Tera Shard x2 	Electric Tera Shard x2 (H)	Spicy Herba Mystica x1 	Electric Tera Shard x1 	Exp. Candy L x1 	Big Mushroom x1 	Bitter Herba Mystica x1 	Bottle Cap x1 	Exp. Candy L x1 	Bitter Herba Mystica x1 	Health Feather x2 										Dusknoir (5☆) (Star)	0	72317809	
04812F80	Exp. Candy L x1 	Exp. Candy XL x1 	Duskull Fragment x5 	Health Feather x3 	Duskull Fragment x3 (C)	Poison Tera Shard x2 	Poison Tera Shard x2 (H)	Sweet Herba Mystica x1 	Pomeg Berry x3 	Exp. Candy L x2 	Sour Herba Mystica x1 	Duskull Fragment x2 	Exp. Candy L x1 	Rare Candy x1 	Pomeg Berry x3 	Spicy Herba Mystica x1 	Pomeg Berry x3 									Dusknoir (5☆) (Star)	0	75575168	
0482337F	Exp. Candy L x1 	Exp. Candy XL x1 	Basculin Fang x5 	Health Feather x3 	Basculin Fang x3 (C)	Steel Tera Shard x2 	Steel Tera Shard x2 (H)	Exp. Candy L x1 	Spicy Herba Mystica x1 	Exp. Candy L x2 	Salty Herba Mystica x1 	Exp. Candy L x1 	Sweet Herba Mystica x1 	Exp. Candy L x2 	Salty Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x1 									Basculegion (5☆) (Star)	0	75641727	
048260F0	Exp. Candy L x1 	Exp. Candy XL x1 	Vullaby Feather x5 	Health Feather x3 	Vullaby Feather x3 (C)	Grass Tera Shard x2 	Grass Tera Shard x2 (H)	Exp. Candy L x1 	Big Mushroom x1 	Spicy Herba Mystica x1 	Nugget x1 	Nugget x1 	Exp. Candy L x1 	Salty Herba Mystica x1 	Sweet Herba Mystica x1 	PP Up x1 										Mandibuzz (5☆) (Star)	0	75653360	
048305FA	Exp. Candy L x1 	Exp. Candy XL x1 	Grubbin Thread x5 	Genius Feather x3 	Grubbin Thread x3 (C)	Rock Tera Shard x2 	Rock Tera Shard x2 (H)	Bitter Herba Mystica x1 	Bitter Herba Mystica x1 	Grubbin Thread x2 	Bitter Herba Mystica x1 	Rock Tera Shard x1 	Rare Candy x1 	Exp. Candy L x1 	Rare Candy x1 	Star Piece x1 										Vikavolt (5☆) (Star)	0	75695610	
0486C1FB	Exp. Candy L x1 	Exp. Candy XL x1 	Duskull Fragment x5 	Health Feather x3 	Duskull Fragment x3 (C)	Ground Tera Shard x2 	Ground Tera Shard x2 (H)	Big Mushroom x1 	Rare Candy x1 	Balm Mushroom x1 	Sweet Herba Mystica x1 	Big Mushroom x1 	Exp. Candy L x1 	Sour Herba Mystica x1 	Bitter Herba Mystica x1 	Nugget x1 										Dusknoir (5☆) (Star)	0	75940347	
049F2F86	Exp. Candy L x1 	Exp. Candy XL x1 	Duskull Fragment x5 	Health Feather x3 	Duskull Fragment x3 (C)	Fighting Tera Shard x2 	Fighting Tera Shard x2 (H)	Big Mushroom x1 	Sweet Herba Mystica x1 	Big Mushroom x1 	Rare Candy x1 	Exp. Candy L x2 	Duskull Fragment x2 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Pomeg Berry x3 	Spicy Herba Mystica x1 									Dusknoir (5☆) (Star)	0	77541254	
04A5A9F2	Exp. Candy L x1 	Exp. Candy XL x1 	Munchlax Fang x5 	Health Feather x3 	Munchlax Fang x3 (C)	Psychic Tera Shard x2 	Psychic Tera Shard x2 (H)	Big Mushroom x1 	Exp. Candy L x1 	Pomeg Berry x3 	Exp. Candy L x2 	Spicy Herba Mystica x1 	Exp. Candy L x2 	Sweet Herba Mystica x1 	PP Up x1 	Sweet Herba Mystica x1 										Snorlax (5☆) (Star)	0	77965810	
04ABEF85	Exp. Candy L x1 	Exp. Candy XL x1 	Duskull Fragment x5 	Health Feather x3 	Duskull Fragment x3 (C)	Normal Tera Shard x2 	Normal Tera Shard x2 (H)	Duskull Fragment x2 	Health Feather x2 	Sweet Herba Mystica x1 	Sour Herba Mystica x1 	Exp. Candy L x2 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Pomeg Berry x3 	Exp. Candy L x2 	Pomeg Berry x3 									Dusknoir (5☆) (Square)	0	78376837	
04B5A36F	Exp. Candy L x1 	Exp. Candy XL x1 	Basculin Fang x5 	Health Feather x3 	Basculin Fang x3 (C)	Water Tera Shard x2 	Water Tera Shard x2 (H)	Exp. Candy L x1 	Salty Herba Mystica x1 	Big Mushroom x1 	Basculin Fang x2 	Rare Candy x1 	Bitter Herba Mystica x1 	Health Feather x2 	Bitter Herba Mystica x1 	Big Mushroom x1 										Basculegion (5☆) (Star)	0	79012719	
04D0DB7B	Exp. Candy L x1 	Exp. Candy XL x1 	Duskull Fragment x5 	Health Feather x3 	Duskull Fragment x3 (C)	Ground Tera Shard x2 	Ground Tera Shard x2 (H)	Salty Herba Mystica x1 	Exp. Candy L x2 	Ground Tera Shard x1 	Nugget x1 	Exp. Candy L x2 	Salty Herba Mystica x1 	Nugget x1 	Sweet Herba Mystica x1 	Pomeg Berry x3 										Dusknoir (5☆) (Star)	0	80796539	
04F97C6E	Exp. Candy L x1 	Exp. Candy XL x1 	Duskull Fragment x5 	Health Feather x3 	Duskull Fragment x3 (C)	Fire Tera Shard x2 	Fire Tera Shard x2 (H)	Exp. Candy L x1 	Exp. Candy L x1 	Bitter Herba Mystica x1 	Duskull Fragment x2 	Exp. Candy L x1 	Spicy Herba Mystica x1 	PP Up x1 	Salty Herba Mystica x1 	Sweet Herba Mystica x1 										Dusknoir (5☆) (Star)	0	83459182	
04FEE7F5	Exp. Candy L x1 	Exp. Candy XL x1 	Duskull Fragment x5 	Health Feather x3 	Duskull Fragment x3 (C)	Dark Tera Shard x2 	Dark Tera Shard x2 (H)	Big Mushroom x1 	Sweet Herba Mystica x1 	Big Mushroom x1 	Spicy Herba Mystica x1 	Spicy Herba Mystica x1 	Rare Candy x1 	Pomeg Berry x3 	Big Mushroom x1 	Exp. Candy L x2 										Dusknoir (5☆) (Star)	0	83814389	
052029FE	Exp. Candy L x1 	Exp. Candy XL x1 	Munchlax Fang x5 	Health Feather x3 	Munchlax Fang x3 (C)	Fire Tera Shard x2 	Fire Tera Shard x2 (H)	Exp. Candy L x2 	Health Feather x2 	Spicy Herba Mystica x1 	Fire Tera Shard x1 	Health Feather x2 	Spicy Herba Mystica x1 	Bitter Herba Mystica x1 	Exp. Candy L x2 	Munchlax Fang x2 										Snorlax (5☆) (Star)	0	85993982	
0526EB78	Exp. Candy L x1 	Exp. Candy XL x1 	Basculin Fang x5 	Health Feather x3 	Basculin Fang x3 (C)	Ghost Tera Shard x2 	Ghost Tera Shard x2 (H)	Exp. Candy L x1 	Exp. Candy L x2 	Basculin Fang x2 	Sour Herba Mystica x1 	Salty Herba Mystica x1 	Exp. Candy L x1 	Nugget x1 	Basculin Fang x2 	Spicy Herba Mystica x1 										Basculegion (5☆) (Star)	0	86436728	
054BD904	Exp. Candy L x1 	Exp. Candy XL x1 	Munchlax Fang x5 	Health Feather x3 	Munchlax Fang x3 (C)	Poison Tera Shard x2 	Poison Tera Shard x2 (H)	Sour Herba Mystica x1 	Bitter Herba Mystica x1 	Pomeg Berry x3 	Big Mushroom x1 	Exp. Candy L x2 	PP Up x1 	Exp. Candy L x2 	Health Feather x2 	Sweet Herba Mystica x1 	Pomeg Berry x3 									Snorlax (5☆) (Star)	0	88856836	
05572C73	Exp. Candy L x1 	Exp. Candy XL x1 	Duskull Fragment x5 	Health Feather x3 	Duskull Fragment x3 (C)	Ice Tera Shard x2 	Ice Tera Shard x2 (H)	Exp. Candy L x2 	Sweet Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x2 	Spicy Herba Mystica x1 	Exp. Candy L x2 	Big Mushroom x1 	Big Mushroom x1 	Salty Herba Mystica x1 										Dusknoir (5☆) (Star)	0	89599091	
055BA68E	Exp. Candy L x1 	Exp. Candy XL x1 	Munchlax Fang x5 	Health Feather x3 	Munchlax Fang x3 (C)	Fire Tera Shard x2 	Fire Tera Shard x2 (H)	Exp. Candy L x2 	Exp. Candy L x1 	Sour Herba Mystica x1 	Munchlax Fang x2 	Rare Candy x1 	Munchlax Fang x2 	Exp. Candy L x1 	Sour Herba Mystica x1 	Sweet Herba Mystica x1 	Exp. Candy L x1 									Snorlax (5☆) (Square)	0	89892494	
055F4595	Exp. Candy L x1 	Exp. Candy XL x1 	Duskull Fragment x5 	Health Feather x3 	Duskull Fragment x3 (C)	Dark Tera Shard x2 	Dark Tera Shard x2 (H)	Exp. Candy L x2 	Bitter Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x2 	Exp. Candy L x2 	Spicy Herba Mystica x1 	Big Mushroom x1 	Exp. Candy L x2 	Sweet Herba Mystica x1 	Pomeg Berry x3 									Dusknoir (5☆) (Star)	0	90129813	
056B5A01	Exp. Candy L x1 	Exp. Candy XL x1 	Munchlax Fang x5 	Health Feather x3 	Munchlax Fang x3 (C)	Grass Tera Shard x2 	Grass Tera Shard x2 (H)	Sweet Herba Mystica x1 	Nugget x1 	Exp. Candy L x2 	PP Up x1 	Big Mushroom x1 	Big Mushroom x1 	Big Mushroom x1 	Spicy Herba Mystica x1 	Grass Tera Shard x1 	Sour Herba Mystica x1 									Snorlax (5☆) (Star)	0	90921473	
05813477	Exp. Candy L x1 	Exp. Candy XL x1 	Vullaby Feather x5 	Health Feather x3 	Vullaby Feather x3 (C)	Dark Tera Shard x2 	Dark Tera Shard x2 (H)	Exp. Candy L x2 	Salty Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x1 	Pomeg Berry x3 	Vullaby Feather x2 	Ability Capsule x1 	Spicy Herba Mystica x1 	Sour Herba Mystica x1 										Mandibuzz (5☆) (Star)	0	92353655	
058F84F1	Exp. Candy L x1 	Exp. Candy XL x1 	Aipom Hair x5 	Swift Feather x3 	Aipom Hair x3 (C)	Electric Tera Shard x2 	Electric Tera Shard x2 (H)	Sweet Herba Mystica x1 	Aipom Hair x2 	PP Up x1 	PP Up x1 	Sweet Herba Mystica x1 	Sweet Herba Mystica x1 	Swift Feather x2 	Rare Candy x1 	Nugget x1 										Ambipom (5☆) (Star)	0	93291761	
059E7776	Exp. Candy L x1 	Exp. Candy XL x1 	Basculin Fang x5 	Health Feather x3 	Basculin Fang x3 (C)	Fairy Tera Shard x2 	Fairy Tera Shard x2 (H)	Exp. Candy L x2 	Big Mushroom x1 	Health Feather x2 	Exp. Candy L x1 	Big Mushroom x1 	Sour Herba Mystica x1 	Sour Herba Mystica x1 	Spicy Herba Mystica x1 	Exp. Candy L x2 										Basculegion (5☆) (Star)	0	94271350	
05A2E7F9	Exp. Candy L x1 	Exp. Candy XL x1 	Poliwag Slime x5 	Muscle Feather x3 	Poliwag Slime x3 (C)	Bug Tera Shard x2 	Bug Tera Shard x2 (H)	Muscle Feather x2 	Rare Candy x1 	Star Piece x1 	Nugget x1 	Poliwag Slime x2 	Bug Tera Shard x1 	Spicy Herba Mystica x1 	Spicy Herba Mystica x1 	Spicy Herba Mystica x1 										Politoed (5☆) (Star)	0	94562297	
05A8136D	Exp. Candy L x1 	Exp. Candy XL x1 	Basculin Fang x5 	Health Feather x3 	Basculin Fang x3 (C)	Steel Tera Shard x2 	Steel Tera Shard x2 (H)	Ability Capsule x1 	Big Mushroom x1 	Spicy Herba Mystica x1 	Basculin Fang x2 	Exp. Candy L x1 	Exp. Candy L x1 	Basculin Fang x2 	Sour Herba Mystica x1 	Sour Herba Mystica x1 										Basculegion (5☆) (Star)	0	94901101	
05B21A6D	Exp. Candy L x1 	Exp. Candy XL x1 	Basculin Fang x5 	Health Feather x3 	Basculin Fang x3 (C)	Steel Tera Shard x2 	Steel Tera Shard x2 (H)	Sweet Herba Mystica x1 	Sweet Herba Mystica x1 	Exp. Candy L x1 	Ability Capsule x1 	Nugget x1 	Exp. Candy L x2 	Sour Herba Mystica x1 	Health Feather x2 	Balm Mushroom x1 										Basculegion (5☆) (Star)	0	95558253	
05BAE37F	Exp. Candy L x1 	Exp. Candy XL x1 	Basculin Fang x5 	Health Feather x3 	Basculin Fang x3 (C)	Steel Tera Shard x2 	Steel Tera Shard x2 (H)	PP Up x1 	Sweet Herba Mystica x1 	Bitter Herba Mystica x1 	Exp. Candy L x2 	Ability Capsule x1 	Exp. Candy L x1 	Health Feather x2 	Sweet Herba Mystica x1 	Exp. Candy L x2 	Big Mushroom x1 									Basculegion (5☆) (Star)	0	96134015	
05BF1377	Exp. Candy L x1 	Exp. Candy XL x1 	Basculin Fang x5 	Health Feather x3 	Basculin Fang x3 (C)	Dark Tera Shard x2 	Dark Tera Shard x2 (H)	Basculin Fang x2 	Salty Herba Mystica x1 	Spicy Herba Mystica x1 	Sweet Herba Mystica x1 	Health Feather x2 	Nugget x1 	Big Mushroom x1 	Pomeg Berry x3 	Exp. Candy L x1 										Basculegion (5☆) (Star)	0	96408439	
05D7D0FA	Exp. Candy L x1 	Exp. Candy XL x1 	Munchlax Fang x5 	Health Feather x3 	Munchlax Fang x3 (C)	Rock Tera Shard x2 	Rock Tera Shard x2 (H)	Exp. Candy L x1 	Health Feather x2 	Salty Herba Mystica x1 	Rare Candy x1 	Sour Herba Mystica x1 	Spicy Herba Mystica x1 	Nugget x1 	PP Up x1 	Health Feather x2 										Snorlax (5☆) (Square)	0	98029818	
05EB1A79	Exp. Candy L x1 	Exp. Candy XL x1 	Vullaby Feather x5 	Health Feather x3 	Vullaby Feather x3 (C)	Bug Tera Shard x2 	Bug Tera Shard x2 (H)	Sweet Herba Mystica x1 	Balm Mushroom x1 	Spicy Herba Mystica x1 	Vullaby Feather x2 	Exp. Candy L x1 	Pomeg Berry x3 	Big Mushroom x1 	Sour Herba Mystica x1 	Balm Mushroom x1 										Mandibuzz (5☆) (Square)	0	99293817	
05F506F4	Exp. Candy L x1 	Exp. Candy XL x1 	Duskull Fragment x5 	Health Feather x3 	Duskull Fragment x3 (C)	Dragon Tera Shard x2 	Dragon Tera Shard x2 (H)	Balm Mushroom x1 	Exp. Candy L x1 	Sour Herba Mystica x1 	Nugget x1 	Dragon Tera Shard x1 	Exp. Candy L x1 	Salty Herba Mystica x1 	Spicy Herba Mystica x1 	Exp. Candy L x1 										Dusknoir (5☆) (Star)	0	99944180	
