Seed	Item1	Item2	Item3	Item4	Item5	Item6	Item7	Item8	Item9	Item10	Item11	Item12	Item13	Item14	Item15	Item16	Item17	Item18	Item19	Item20	Item21	Item22	Item23	Item24	Item25	ExtraInfo	EventIndex	Calcs	
0130E273	Exp. Candy L x1 	Exp. Candy XL x1 	Falinks Sweat x5 	Muscle Feather x3 	Falinks Sweat x3 (C)	Ice Tera Shard x2 	Ice Tera Shard x2 (H)	Kelpsy Berry x3 	Exp. Candy L x1 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Spicy Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x1 	Falinks Sweat x2 	Rare Candy x1 										Falinks (5☆) (Star)	0	19980915	
0134F8FE	Exp. Candy L x1 	Exp. Candy XL x1 	Shellder Pearl x5 	Resist Feather x3 	Shellder Pearl x3 (C)	Fire Tera Shard x2 	Fire Tera Shard x2 (H)	Exp. Candy L x1 	Shellder Pearl x2 	Exp. Candy L x1 	Resist Feather x2 	Salty Herba Mystica x1 	Qualot Berry x3 	Salty Herba Mystica x1 	Pearl String x1 	Fire Tera Shard x1 										Cloyster (5☆) (Star)	0	20248830	
013E9E71	Exp. Candy L x1 	Exp. Candy XL x1 	Indeedee Fur x5 	Muscle Feather x3 	Indeedee Fur x3 (C)	Electric Tera Shard x2 	Electric Tera Shard x2 (H)	PP Up x1 	PP Up x1 	Nugget x1 	Muscle Feather x2 	Exp. Candy L x1 	Star Piece x1 	Exp. Candy L x2 	Spicy Herba Mystica x1 	Spicy Herba Mystica x1 										Indeedee (5☆) (Star)	0	20881009	
013EB078	Exp. Candy L x1 	Exp. Candy XL x1 	Snorunt Fur x5 	Health Feather x3 	Snorunt Fur x3 (C)	Ghost Tera Shard x2 	Ghost Tera Shard x2 (H)	Exp. Candy L x1 	Ghost Tera Shard x1 	Big Mushroom x1 	Exp. Candy L x1 	Ghost Tera Shard x1 	Spicy Herba Mystica x1 	Spicy Herba Mystica x1 	Big Mushroom x1 	Big Mushroom x1 										Glalie (5☆) (Star)	0	20885624	
014206ED	Exp. Candy L x1 	Exp. Candy XL x1 	Cetoddle Grease x5 	Health Feather x3 	Cetoddle Grease x3 (C)	Steel Tera Shard x2 	Steel Tera Shard x2 (H)	Nugget x1 	Steel Tera Shard x1 	Nugget x1 	Pomeg Berry x3 	Steel Tera Shard x1 	Sweet Herba Mystica x1 	Pomeg Berry x3 	Spicy Herba Mystica x1 	Bottle Cap x1 										Cetitan (5☆) (Star)	0	21104365	
01498C99	Exp. Candy L x1 	Exp. Candy XL x1 	Happiny Dust x5 	Health Feather x3 	Happiny Dust x3 (C)	Bug Tera Shard x2 	Bug Tera Shard x2 (H)	Happiny Dust x2 	Exp. Candy L x1 	Happiny Dust x2 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Pomeg Berry x3 	Spicy Herba Mystica x1 	Pomeg Berry x3 	Exp. Candy L x2 	Happiny Dust x2 									Blissey (5☆) (Square)	0	21597337	
014CC502	Exp. Candy L x1 	Exp. Candy XL x1 	Bombirdier Feather x5 	Muscle Feather x3 	Bombirdier Feather x3 (C)	Bug Tera Shard x2 	Bug Tera Shard x2 (H)	Spicy Herba Mystica x1 	Exp. Candy L x1 	Muscle Feather x2 	Exp. Candy L x2 	Exp. Candy L x2 	Exp. Candy L x1 	Muscle Feather x2 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Rare Candy x1 									Bombirdier (5☆) (Star)	0	21808386	
01548A86	Exp. Candy L x1 	Exp. Candy XL x1 	Gothita Eyelash x5 	Clever Feather x3 	Gothita Eyelash x3 (C)	Fighting Tera Shard x2 	Fighting Tera Shard x2 (H)	Clever Feather x2 	Exp. Candy L x2 	PP Up x1 	Sour Herba Mystica x1 	Rare Candy x1 	Gothita Eyelash x2 	Big Pearl x1 	Sour Herba Mystica x1 	Exp. Candy L x2 	Exp. Candy L x2 									Gothitelle (5☆) (Star)	0	22317702	
0155C082	Exp. Candy L x1 	Exp. Candy XL x1 	Dondozo Whisker x5 	Health Feather x3 	Dondozo Whisker x3 (C)	Rock Tera Shard x2 	Rock Tera Shard x2 (H)	Big Mushroom x1 	Nugget x1 	Exp. Candy L x1 	Nugget x1 	Dondozo Whisker x2 	Big Mushroom x1 	Pomeg Berry x3 	Big Mushroom x1 	Spicy Herba Mystica x1 	Sour Herba Mystica x1 									Dondozo (5☆) (Star)	0	22397058	
01583E71	Exp. Candy L x1 	Exp. Candy XL x1 	Gastly Gas x5 	Health Feather x3 	Gastly Gas x3 (C)	Electric Tera Shard x2 	Electric Tera Shard x2 (H)	Exp. Candy L x1 	Ability Capsule x1 	Salty Herba Mystica x1 	Sweet Herba Mystica x1 	Exp. Candy L x2 	Exp. Candy L x1 	Exp. Candy L x1 	Salty Herba Mystica x1 	Exp. Candy L x2 										Gengar (5☆) (Star)	0	22560369	
0158609A	Exp. Candy L x1 	Exp. Candy XL x1 	Snorunt Fur x5 	Health Feather x3 	Snorunt Fur x3 (C)	Rock Tera Shard x2 	Rock Tera Shard x2 (H)	Exp. Candy L x1 	Nugget x1 	Bottle Cap x1 	Health Feather x2 	Rare Candy x1 	Spicy Herba Mystica x1 	Exp. Candy L x1 	Salty Herba Mystica x1 	Exp. Candy L x2 										Glalie (5☆) (Star)	0	22569114	
0164461F	Exp. Candy L x1 	Exp. Candy XL x1 	Dondozo Whisker x5 	Health Feather x3 	Dondozo Whisker x3 (C)	Steel Tera Shard x2 	Steel Tera Shard x2 (H)	Big Mushroom x1 	Exp. Candy L x1 	Balm Mushroom x1 	Spicy Herba Mystica x1 	Pomeg Berry x3 	Exp. Candy L x1 	Pomeg Berry x3 	Sour Herba Mystica x1 	Dondozo Whisker x2 	Nugget x1 									Dondozo (5☆) (Star)	0	23348767	
016DE300	Exp. Candy L x1 	Exp. Candy XL x1 	Finizen Mucus x5 	Health Feather x3 	Finizen Mucus x3 (C)	Bug Tera Shard x2 	Bug Tera Shard x2 (H)	Big Mushroom x1 	Big Mushroom x1 	Sweet Herba Mystica x1 	Big Mushroom x1 	Exp. Candy L x2 	Health Feather x2 	Health Feather x2 	Sweet Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x1 									Palafin (5☆) (Star)	0	23978752	
016F4B01	Exp. Candy L x1 	Exp. Candy XL x1 	Foongus Spores x5 	Health Feather x3 	Foongus Spores x3 (C)	Psychic Tera Shard x2 	Psychic Tera Shard x2 (H)	Health Feather x2 	Big Mushroom x1 	Pomeg Berry x3 	Nugget x1 	Health Feather x2 	Big Mushroom x1 	Big Mushroom x1 	Health Feather x2 	Sweet Herba Mystica x1 	Spicy Herba Mystica x1 									Amoonguss (5☆) (Star)	0	24070913	
0170DFEC	Exp. Candy L x1 	Exp. Candy XL x1 	Ditto Goo x5 	Swift Feather x3 	Ditto Goo x3 (C)	Ghost Tera Shard x2 	Ghost Tera Shard x2 (H)	Bottle Cap x1 	Bottle Cap x1 	Exp. Candy L x1 	Exp. Candy L x1 	Sweet Herba Mystica x1 	Grepa Berry x3 	Sweet Herba Mystica x1 	Grepa Berry x3 	Bottle Cap x1 										Ditto (5☆) (Star)	0	24174572	
01714A05	Exp. Candy L x1 	Exp. Candy XL x1 	Zorua Fur x5 	Genius Feather x3 	Zorua Fur x3 (C)	Normal Tera Shard x2 	Normal Tera Shard x2 (H)	Genius Feather x2 	Star Piece x1 	Exp. Candy L x1 	Exp. Candy L x2 	Hondew Berry x3 	Exp. Candy L x1 	Bitter Herba Mystica x1 	Nugget x1 	Bitter Herba Mystica x1 	Exp. Candy L x1 									Zoroark (5☆) (Star)	0	24201733	
017B8B87	Exp. Candy L x1 	Exp. Candy XL x1 	Tynamo Slime x5 	Health Feather x3 	Tynamo Slime x3 (C)	Flying Tera Shard x2 	Flying Tera Shard x2 (H)	Health Feather x2 	Health Feather x2 	Sour Herba Mystica x1 	Salty Herba Mystica x1 	Health Feather x2 	Exp. Candy L x2 	Nugget x1 	Flying Tera Shard x1 	PP Up x1 	Nugget x1 									Eelektross (5☆) (Star)	0	24873863	
017E4501	Exp. Candy L x1 	Exp. Candy XL x1 	Bombirdier Feather x5 	Muscle Feather x3 	Bombirdier Feather x3 (C)	Fairy Tera Shard x2 	Fairy Tera Shard x2 (H)	Spicy Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x1 	Ability Capsule x1 	Spicy Herba Mystica x1 	Brave Mint x1 	Kelpsy Berry x3 	Star Piece x1 	Exp. Candy L x2 	Bombirdier Feather x2 									Bombirdier (5☆) (Star)	0	25052417	
017F13FF	Exp. Candy L x1 	Exp. Candy XL x1 	Dondozo Whisker x5 	Health Feather x3 	Dondozo Whisker x3 (C)	Steel Tera Shard x2 	Steel Tera Shard x2 (H)	Ability Capsule x1 	Steel Tera Shard x1 	Big Mushroom x1 	PP Up x1 	Nugget x1 	Exp. Candy L x1 	Sweet Herba Mystica x1 	Exp. Candy L x1 	Sour Herba Mystica x1 	Balm Mushroom x1 									Dondozo (5☆) (Star)	0	25105407	
018D0D6D	Exp. Candy L x1 	Exp. Candy XL x1 	Falinks Sweat x5 	Muscle Feather x3 	Falinks Sweat x3 (C)	Steel Tera Shard x2 	Steel Tera Shard x2 (H)	Kelpsy Berry x3 	Star Piece x1 	Spicy Herba Mystica x1 	Falinks Sweat x2 	Spicy Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x2 	Naughty Mint x1 	Exp. Candy L x1 										Falinks (5☆) (Star)	0	26021229	
018FEC97	Exp. Candy L x1 	Exp. Candy XL x1 	Growlithe Fur x5 	Muscle Feather x3 	Growlithe Fur x3 (C)	Dark Tera Shard x2 	Dark Tera Shard x2 (H)	Exp. Candy L x1 	Kelpsy Berry x3 	Exp. Candy L x2 	Spicy Herba Mystica x1 	Growlithe Fur x2 	Spicy Herba Mystica x1 	Exp. Candy L x1 	Star Piece x1 	Bottle Cap x1 	Exp. Candy L x1 									Arcanine (5☆) (Star)	0	26209431	
01907D80	Exp. Candy L x1 	Exp. Candy XL x1 	Slakoth Fur x5 	Muscle Feather x3 	Slakoth Fur x3 (C)	Grass Tera Shard x2 	Grass Tera Shard x2 (H)	Exp. Candy L x1 	Spicy Herba Mystica x1 	Spicy Herba Mystica x1 	Exp. Candy L x2 	Grass Tera Shard x1 	Slakoth Fur x2 	Muscle Feather x2 	Exp. Candy L x2 	Exp. Candy L x1 	Kelpsy Berry x3 									Slaking (5☆) (Star)	0	26246528	
0193A7FF	Exp. Candy L x1 	Exp. Candy XL x1 	Tauros Hair x5 	Muscle Feather x3 	Tauros Hair x3 (C)	Steel Tera Shard x2 	Steel Tera Shard x2 (H)	Adamant Mint x1 	Spicy Herba Mystica x1 	Steel Tera Shard x1 	Tauros Hair x2 	Muscle Feather x2 	Spicy Herba Mystica x1 	Exp. Candy L x1 	Bottle Cap x1 	Bottle Cap x1 	Bottle Cap x1 									Tauros (5☆) (Star)	0	26454015	
01978484	Exp. Candy L x1 	Exp. Candy XL x1 	Pawmi Fur x5 	Swift Feather x3 	Pawmi Fur x3 (C)	Poison Tera Shard x2 	Poison Tera Shard x2 (H)	Sweet Herba Mystica x1 	Big Mushroom x1 	Exp. Candy L x1 	Exp. Candy L x2 	Jolly Mint x1 	Sweet Herba Mystica x1 	Exp. Candy L x1 	Swift Feather x2 	Big Mushroom x1 	Swift Feather x2 									Pawmot (5☆) (Star)	0	26707076	
0198B8F2	Exp. Candy L x1 	Exp. Candy XL x1 	Shellder Pearl x5 	Resist Feather x3 	Shellder Pearl x3 (C)	Psychic Tera Shard x2 	Psychic Tera Shard x2 (H)	Exp. Candy L x1 	Qualot Berry x3 	Psychic Tera Shard x1 	Exp. Candy L x1 	Salty Herba Mystica x1 	Salty Herba Mystica x1 	Exp. Candy L x2 	Big Pearl x1 	Relaxed Mint x1 										Cloyster (5☆) (Star)	0	26786034	
01A4626C	Exp. Candy L x1 	Exp. Candy XL x1 	Snover Berries x5 	Muscle Feather x3 	Snover Berries x3 (C)	Ghost Tera Shard x2 	Ghost Tera Shard x2 (H)	Exp. Candy L x2 	Exp. Candy L x1 	Exp. Candy L x1 	Snover Berries x2 	Muscle Feather x2 	Muscle Feather x2 	Ghost Tera Shard x1 	Spicy Herba Mystica x1 	Spicy Herba Mystica x1 										Abomasnow (5☆) (Star)	0	27550316	
01AAF2FB	Exp. Candy L x1 	Exp. Candy XL x1 	Makuhita Sweat x5 	Muscle Feather x3 	Makuhita Sweat x3 (C)	Ground Tera Shard x2 	Ground Tera Shard x2 (H)	Exp. Candy L x1 	Lonely Mint x1 	Star Piece x1 	Exp. Candy L x1 	Bottle Cap x1 	Bottle Cap x1 	Spicy Herba Mystica x1 	Muscle Feather x2 	Spicy Herba Mystica x1 										Hariyama (5☆) (Star)	0	27980539	
01AD2BF9	Exp. Candy L x1 	Exp. Candy XL x1 	Maschiff Fang x5 	Muscle Feather x3 	Maschiff Fang x3 (C)	Bug Tera Shard x2 	Bug Tera Shard x2 (H)	Naughty Mint x1 	Exp. Candy L x2 	Spicy Herba Mystica x1 	Exp. Candy L x1 	Maschiff Fang x2 	Kelpsy Berry x3 	Spicy Herba Mystica x1 	Rare Candy x1 	Maschiff Fang x2 										Mabosstiff (5☆) (Star)	0	28126201	
01C00388	Exp. Candy L x1 	Exp. Candy XL x1 	Applin Juice x5 	Genius Feather x3 	Applin Juice x3 (C)	Poison Tera Shard x2 	Poison Tera Shard x2 (H)	Star Piece x1 	Nugget x1 	Exp. Candy L x1 	Exp. Candy L x2 	Hondew Berry x3 	Applin Juice x2 	Bitter Herba Mystica x1 	Bitter Herba Mystica x1 	Exp. Candy L x2 	Exp. Candy L x1 									Appletun (5☆) (Star)	0	29361032	
01C2EBF5	Exp. Candy L x1 	Exp. Candy XL x1 	Cetoddle Grease x5 	Health Feather x3 	Cetoddle Grease x3 (C)	Dark Tera Shard x2 	Dark Tera Shard x2 (H)	Nugget x1 	Exp. Candy L x2 	Exp. Candy L x1 	Big Mushroom x1 	Exp. Candy L x1 	Bitter Herba Mystica x1 	Bitter Herba Mystica x1 	Balm Mushroom x1 	Exp. Candy L x2 										Cetitan (5☆) (Star)	0	29551605	
01CE877D	Exp. Candy L x1 	Exp. Candy XL x1 	Frigibax Scales x5 	Muscle Feather x3 	Frigibax Scales x3 (C)	Water Tera Shard x2 	Water Tera Shard x2 (H)	Nugget x1 	Bottle Cap x1 	Muscle Feather x2 	Exp. Candy L x1 	Exp. Candy L x1 	Brave Mint x1 	Spicy Herba Mystica x1 	Spicy Herba Mystica x1 	Water Tera Shard x1 										Baxcalibur (5☆) (Star)	0	30312317	
01D63C82	Exp. Candy L x1 	Exp. Candy XL x1 	Happiny Dust x5 	Health Feather x3 	Happiny Dust x3 (C)	Psychic Tera Shard x2 	Psychic Tera Shard x2 (H)	Exp. Candy L x1 	Pomeg Berry x3 	Pomeg Berry x3 	Health Feather x2 	Happiny Dust x2 	Exp. Candy L x1 	Exp. Candy L x2 	Exp. Candy L x2 	Spicy Herba Mystica x1 	Bitter Herba Mystica x1 									Blissey (5☆) (Star)	0	30817410	
01DCF782	Exp. Candy L x1 	Exp. Candy XL x1 	Snover Berries x5 	Muscle Feather x3 	Snover Berries x3 (C)	Normal Tera Shard x2 	Normal Tera Shard x2 (H)	Exp. Candy L x2 	Bottle Cap x1 	Ability Capsule x1 	Spicy Herba Mystica x1 	Star Piece x1 	Exp. Candy L x2 	Exp. Candy L x1 	Star Piece x1 	Spicy Herba Mystica x1 	Exp. Candy L x1 									Abomasnow (5☆) (Star)	0	31258498	
01E529F1	Exp. Candy L x1 	Exp. Candy XL x1 	Shinx Fang x5 	Muscle Feather x3 	Shinx Fang x3 (C)	Electric Tera Shard x2 	Electric Tera Shard x2 (H)	Exp. Candy L x2 	Spicy Herba Mystica x1 	Spicy Herba Mystica x1 	Nugget x1 	Adamant Mint x1 	Spicy Herba Mystica x1 	Kelpsy Berry x3 	Nugget x1 	Rare Candy x1 										Luxray (5☆) (Star)	0	31795697	
01EFCB83	Exp. Candy L x1 	Exp. Candy XL x1 	Tynamo Slime x5 	Health Feather x3 	Tynamo Slime x3 (C)	Grass Tera Shard x2 	Grass Tera Shard x2 (H)	Health Feather x2 	Sweet Herba Mystica x1 	Grass Tera Shard x1 	Nugget x1 	Nugget x1 	Exp. Candy L x1 	Exp. Candy L x2 	Health Feather x2 	Exp. Candy L x1 	Sour Herba Mystica x1 									Eelektross (5☆) (Star)	0	32492419	
01F08B83	Exp. Candy L x1 	Exp. Candy XL x1 	Tynamo Slime x5 	Health Feather x3 	Tynamo Slime x3 (C)	Normal Tera Shard x2 	Normal Tera Shard x2 (H)	Health Feather x2 	Exp. Candy L x2 	Exp. Candy L x1 	Ability Capsule x1 	Sweet Herba Mystica x1 	Exp. Candy L x2 	Exp. Candy L x1 	Health Feather x2 	Salty Herba Mystica x1 	Exp. Candy L x2 									Eelektross (5☆) (Star)	0	32541571	
01FF6087	Exp. Candy L x1 	Exp. Candy XL x1 	Zorua Fur x5 	Genius Feather x3 	Zorua Fur x3 (C)	Flying Tera Shard x2 	Flying Tera Shard x2 (H)	Genius Feather x2 	Genius Feather x2 	Exp. Candy L x1 	Star Piece x1 	Genius Feather x2 	Bitter Herba Mystica x1 	Flying Tera Shard x1 	Nugget x1 	Bitter Herba Mystica x1 	Bottle Cap x1 									Zoroark (5☆) (Star)	0	33513607	
0205BFFC	Exp. Candy L x1 	Exp. Candy XL x1 	Slowpoke Claw x5 	Clever Feather x3 	Slowpoke Claw x3 (C)	Grass Tera Shard x2 	Grass Tera Shard x2 (H)	Exp. Candy L x1 	Exp. Candy L x1 	Exp. Candy L x1 	Grepa Berry x3 	Rare Candy x1 	Sour Herba Mystica x1 	Careful Mint x1 	Slowpoke Claw x2 	Sour Herba Mystica x1 										Slowking (5☆) (Star)	0	33931260	
021D0506	Exp. Candy L x1 	Exp. Candy XL x1 	Bombirdier Feather x5 	Muscle Feather x3 	Bombirdier Feather x3 (C)	Fighting Tera Shard x2 	Fighting Tera Shard x2 (H)	Spicy Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x1 	Exp. Candy L x1 	Exp. Candy L x2 	Star Piece x1 	Muscle Feather x2 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Kelpsy Berry x3 									Bombirdier (5☆) (Star)	0	35456262	
021F298E	Exp. Candy L x1 	Exp. Candy XL x1 	Finizen Mucus x5 	Health Feather x3 	Finizen Mucus x3 (C)	Fire Tera Shard x2 	Fire Tera Shard x2 (H)	Big Mushroom x1 	Bitter Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x2 	Exp. Candy L x1 	Salty Herba Mystica x1 	Rare Candy x1 	Health Feather x2 	Exp. Candy L x1 										Palafin (5☆) (Square)	0	35596686	
02215D8B	Exp. Candy L x1 	Exp. Candy XL x1 	Dondozo Whisker x5 	Health Feather x3 	Dondozo Whisker x3 (C)	Bug Tera Shard x2 	Bug Tera Shard x2 (H)	Big Mushroom x1 	Balm Mushroom x1 	Big Mushroom x1 	Bitter Herba Mystica x1 	Bug Tera Shard x1 	Nugget x1 	Exp. Candy L x2 	Exp. Candy L x1 	Exp. Candy L x1 	Spicy Herba Mystica x1 									Dondozo (5☆) (Star)	0	35741067	
0221CB77	Exp. Candy L x1 	Exp. Candy XL x1 	Foongus Spores x5 	Health Feather x3 	Foongus Spores x3 (C)	Dark Tera Shard x2 	Dark Tera Shard x2 (H)	Health Feather x2 	Exp. Candy L x2 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Dark Tera Shard x1 	Exp. Candy L x1 	Health Feather x2 	Big Mushroom x1 	Sweet Herba Mystica x1 										Amoonguss (5☆) (Star)	0	35769207	
0224DC87	Exp. Candy L x1 	Exp. Candy XL x1 	Bombirdier Feather x5 	Muscle Feather x3 	Bombirdier Feather x3 (C)	Flying Tera Shard x2 	Flying Tera Shard x2 (H)	Flying Tera Shard x1 	Spicy Herba Mystica x1 	Muscle Feather x2 	Lonely Mint x1 	Bombirdier Feather x2 	Spicy Herba Mystica x1 	Exp. Candy L x2 	Exp. Candy L x2 	Kelpsy Berry x3 	Naughty Mint x1 									Bombirdier (5☆) (Star)	0	35970183	
0225BD7D	Exp. Candy L x1 	Exp. Candy XL x1 	Happiny Dust x5 	Health Feather x3 	Happiny Dust x3 (C)	Water Tera Shard x2 	Water Tera Shard x2 (H)	Exp. Candy L x1 	Exp. Candy L x1 	PP Up x1 	Big Mushroom x1 	Health Feather x2 	Bitter Herba Mystica x1 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Salty Herba Mystica x1 										Blissey (5☆) (Star)	0	36027773	
02260086	Exp. Candy L x1 	Exp. Candy XL x1 	Dondozo Whisker x5 	Health Feather x3 	Dondozo Whisker x3 (C)	Fighting Tera Shard x2 	Fighting Tera Shard x2 (H)	Big Mushroom x1 	Sour Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x1 	Ability Capsule x1 	Big Mushroom x1 	Sour Herba Mystica x1 	Big Mushroom x1 	Fighting Tera Shard x1 	Pomeg Berry x3 									Dondozo (5☆) (Star)	0	36044934	
0229276E	Exp. Candy L x1 	Exp. Candy XL x1 	Slowpoke Claw x5 	Resist Feather x3 	Slowpoke Claw x3 (C)	Fire Tera Shard x2 	Fire Tera Shard x2 (H)	Exp. Candy L x1 	Resist Feather x2 	Salty Herba Mystica x1 	Resist Feather x2 	Fire Tera Shard x1 	Exp. Candy L x2 	Nugget x1 	Salty Herba Mystica x1 	Big Pearl x1 										Slowbro (5☆) (Star)	0	36251502	
022D5303	Exp. Candy L x1 	Exp. Candy XL x1 	Ralts Dust x5 	Muscle Feather x3 	Ralts Dust x3 (C)	Fire Tera Shard x2 	Fire Tera Shard x2 (H)	Ability Capsule x1 	Rare Candy x1 	Muscle Feather x2 	Rare Candy x1 	Comet Shard x1 	Spicy Herba Mystica x1 	Spicy Herba Mystica x1 	Exp. Candy L x1 	Kelpsy Berry x3 	Exp. Candy L x2 									Gallade (5☆) (Star)	0	36524803	
022F2A00	Exp. Candy L x1 	Exp. Candy XL x1 	Dondozo Whisker x5 	Health Feather x3 	Dondozo Whisker x3 (C)	Ghost Tera Shard x2 	Ghost Tera Shard x2 (H)	Big Mushroom x1 	Pomeg Berry x3 	Nugget x1 	Big Mushroom x1 	Health Feather x2 	Bitter Herba Mystica x1 	Pomeg Berry x3 	Exp. Candy L x2 	Sour Herba Mystica x1 	Spicy Herba Mystica x1 									Dondozo (5☆) (Star)	0	36645376	
02327E02	Exp. Candy L x1 	Exp. Candy XL x1 	Gastly Gas x5 	Health Feather x3 	Gastly Gas x3 (C)	Water Tera Shard x2 	Water Tera Shard x2 (H)	Exp. Candy L x1 	Exp. Candy L x1 	Big Mushroom x1 	Gastly Gas x2 	Salty Herba Mystica x1 	Bitter Herba Mystica x1 	Pomeg Berry x3 	Exp. Candy L x1 	Exp. Candy L x2 	Exp. Candy L x1 									Gengar (5☆) (Star)	0	36863490	
0233C481	Exp. Candy L x1 	Exp. Candy XL x1 	Pawmi Fur x5 	Swift Feather x3 	Pawmi Fur x3 (C)	Ghost Tera Shard x2 	Ghost Tera Shard x2 (H)	Sweet Herba Mystica x1 	Sweet Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x1 	Exp. Candy L x2 	Big Mushroom x1 	Swift Feather x2 	Exp. Candy L x1 	Naive Mint x1 	Exp. Candy L x2 									Pawmot (5☆) (Star)	0	36947073	
0235AD92	Exp. Candy L x1 	Exp. Candy XL x1 	Snorunt Fur x5 	Health Feather x3 	Snorunt Fur x3 (C)	Psychic Tera Shard x2 	Psychic Tera Shard x2 (H)	Exp. Candy L x1 	Spicy Herba Mystica x1 	Health Feather x2 	Bottle Cap x1 	Sour Herba Mystica x1 	Sour Herba Mystica x1 	Big Mushroom x1 	Health Feather x2 	Exp. Candy L x1 										Glalie (5☆) (Star)	0	37072274	
02364487	Exp. Candy L x1 	Exp. Candy XL x1 	Pawmi Fur x5 	Swift Feather x3 	Pawmi Fur x3 (C)	Flying Tera Shard x2 	Flying Tera Shard x2 (H)	Sweet Herba Mystica x1 	Big Mushroom x1 	Exp. Candy L x1 	Nugget x1 	Exp. Candy L x2 	Sweet Herba Mystica x1 	Ability Capsule x1 	Flying Tera Shard x1 	Timid Mint x1 	Exp. Candy L x1 									Pawmot (5☆) (Star)	0	37110919	
02374574	Exp. Candy L x1 	Exp. Candy XL x1 	Bombirdier Feather x5 	Muscle Feather x3 	Bombirdier Feather x3 (C)	Dragon Tera Shard x2 	Dragon Tera Shard x2 (H)	Spicy Herba Mystica x1 	Exp. Candy L x1 	Star Piece x1 	Spicy Herba Mystica x1 	Nugget x1 	Brave Mint x1 	Star Piece x1 	Brave Mint x1 	PP Up x1 										Bombirdier (5☆) (Star)	0	37176692	
02393078	Exp. Candy L x1 	Exp. Candy XL x1 	Snorunt Fur x5 	Health Feather x3 	Snorunt Fur x3 (C)	Ghost Tera Shard x2 	Ghost Tera Shard x2 (H)	Exp. Candy L x1 	Bitter Herba Mystica x1 	Big Mushroom x1 	Health Feather x2 	Sweet Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x2 	Spicy Herba Mystica x1 	Exp. Candy L x1 										Glalie (5☆) (Square)	0	37302392	
023BC716	Exp. Candy L x1 	Exp. Candy XL x1 	Tynamo Slime x5 	Health Feather x3 	Tynamo Slime x3 (C)	Fairy Tera Shard x2 	Fairy Tera Shard x2 (H)	Health Feather x2 	Sour Herba Mystica x1 	Salty Herba Mystica x1 	Exp. Candy L x1 	Big Mushroom x1 	Exp. Candy L x1 	Exp. Candy L x2 	Tynamo Slime x2 	Nugget x1 	Spicy Herba Mystica x1 									Eelektross (5☆) (Star)	0	37472022	
0245FC83	Exp. Candy L x1 	Exp. Candy XL x1 	Happiny Dust x5 	Health Feather x3 	Happiny Dust x3 (C)	Psychic Tera Shard x2 	Psychic Tera Shard x2 (H)	Exp. Candy L x1 	Pomeg Berry x3 	Big Mushroom x1 	Big Mushroom x1 	Sweet Herba Mystica x1 	Big Mushroom x1 	Big Mushroom x1 	Exp. Candy L x2 	Spicy Herba Mystica x1 	Exp. Candy L x2 									Blissey (5☆) (Star)	0	38141059	
024A5313	Exp. Candy L x1 	Exp. Candy XL x1 	Dondozo Whisker x5 	Health Feather x3 	Dondozo Whisker x3 (C)	Ice Tera Shard x2 	Ice Tera Shard x2 (H)	Big Mushroom x1 	Exp. Candy L x2 	Ice Tera Shard x1 	Exp. Candy L x1 	Big Mushroom x1 	Salty Herba Mystica x1 	Bitter Herba Mystica x1 	Exp. Candy L x1 	Sweet Herba Mystica x1 	Exp. Candy L x1 									Dondozo (5☆) (Star)	0	38425363	
024C749D	Exp. Candy L x1 	Exp. Candy XL x1 	Pawmi Fur x5 	Swift Feather x3 	Pawmi Fur x3 (C)	Water Tera Shard x2 	Water Tera Shard x2 (H)	Sweet Herba Mystica x1 	Exp. Candy L x1 	Grepa Berry x3 	Big Mushroom x1 	Grepa Berry x3 	Big Mushroom x1 	Water Tera Shard x1 	Sweet Herba Mystica x1 	Jolly Mint x1 	Grepa Berry x3 									Pawmot (5☆) (Star)	0	38565021	
02544175	Exp. Candy L x1 	Exp. Candy XL x1 	Finizen Mucus x5 	Health Feather x3 	Finizen Mucus x3 (C)	Dark Tera Shard x2 	Dark Tera Shard x2 (H)	Big Mushroom x1 	Big Mushroom x1 	Pomeg Berry x3 	Finizen Mucus x2 	Nugget x1 	Spicy Herba Mystica x1 	Exp. Candy L x1 	Salty Herba Mystica x1 	PP Up x1 										Palafin (5☆) (Star)	0	39076213	
